iteration;restart_id;iteration_in_restart;candidate_in_iteration;search_mode;no_improvement_count_before_iteration;parent_sequence_signature;action;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;valid;duplicate_for_same_parent_sequence;recently_rejected_for_same_parent_sequence;diversification_compatible;parse_error;validation_message;resulting_makespan;best_makespan_before;best_makespan_after;global_best_makespan_after;completed_simulations;actual_global_best_makespan;elapsed_optimization_time_sec;delta_vs_best_before;status;llm_time_sec;simulation_time_sec;exited_parts;completion_valid;llm_attempts;retry_reason
1;1;1;1;normal;0;0f63cf6f404e;move;;;6;12;;;;;;;;;;True;False;False;False;;ok;17511.221870978232;16625.423888583944;16625.423888583944;16625.423888583944;2;16625.423888583944;14.7928;885.7979823942878;Evaluated;14.1496;0.631;64;True;1;
1;1;1;2;normal;0;0f63cf6f404e;swap;18;30;;;;;;;;;;;;True;False;False;True;;ok;17097.38465652701;16625.423888583944;16625.423888583944;16625.423888583944;3;16625.423888583944;20.3371;471.96076794306646;Evaluated;4.9107;0.6286;64;True;1;
1;1;1;3;normal;0;0f63cf6f404e;reinsert_block;;;;;;;32;40;16;;;;;True;False;False;True;;ok;16292.2047037198;16625.423888583944;16625.423888583944;16625.423888583944;4;16625.423888583944;26.5563;-333.21918486414324;Evaluated;5.5901;0.6282;64;True;1;
1;1;1;4;normal;0;0f63cf6f404e;move;;;50;48;;;;;;;;;;True;False;False;False;;ok;16168.73353686987;16625.423888583944;16625.423888583944;16625.423888583944;5;16625.423888583944;32.321;-456.6903517140745;Evaluated;5.137;0.6271;64;True;1;
1;1;1;5;normal;0;0f63cf6f404e;move;;;47;32;;;;;;;;;;True;False;False;True;;ok;15710.966009577049;16625.423888583944;16625.423888583944;16625.423888583944;6;16625.423888583944;37.8999;-914.4578790068954;Evaluated;4.9515;0.6267;64;True;1;
1;1;1;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15710.966009577049;15710.966009577049;6;15710.966009577049;37.9098;;IterationSummary;;;;;;
2;1;2;1;normal;0;7fcb2fcc84a9;move;;;10;5;;;;;;;;;;True;False;False;False;;ok;15633.513748929448;15710.966009577049;15710.966009577049;15710.966009577049;7;15710.966009577049;44.0872;-77.45226064760027;Evaluated;5.5435;0.6261;64;True;1;
2;1;2;2;normal;0;7fcb2fcc84a9;swap;20;25;;;;;;;;;;;;True;False;False;False;;ok;16659.613909910702;15710.966009577049;15710.966009577049;15710.966009577049;8;15710.966009577049;50.0301;948.6479003336535;Evaluated;5.3146;0.6277;64;True;1;
2;1;2;3;normal;0;7fcb2fcc84a9;reinsert_block;;;;;;;35;41;20;;;;;True;False;False;True;;ok;17078.902241966243;15710.966009577049;15710.966009577049;15710.966009577049;9;15710.966009577049;56.649;1367.9362323891946;Evaluated;5.992;0.6262;64;True;1;
2;1;2;4;normal;0;7fcb2fcc84a9;move;;;50;48;;;;;;;;;;True;False;False;False;;ok;15246.302658890429;15710.966009577049;15710.966009577049;15710.966009577049;10;15710.966009577049;62.8281;-464.6633506866201;Evaluated;5.5521;0.6265;64;True;1;
2;1;2;5;normal;0;7fcb2fcc84a9;move;;;25;30;;;;;;;;;;True;False;False;False;;ok;16625.37376253166;15710.966009577049;15710.966009577049;15710.966009577049;11;15710.966009577049;69.0091;914.4077529546121;Evaluated;5.559;0.6214;64;True;1;
2;1;2;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15246.302658890429;15246.302658890429;11;15246.302658890429;69.0154;;IterationSummary;;;;;;
3;1;3;1;normal;0;5a044ff2e747;move;;;10;5;;;;;;;;;;True;False;False;False;;ok;15642.236145148916;15246.302658890429;15246.302658890429;15246.302658890429;12;15246.302658890429;75.5461;395.9334862584874;Evaluated;5.8994;0.6236;64;True;1;
