iteration;restart_id;iteration_in_restart;candidate_in_iteration;search_mode;no_improvement_count_before_iteration;parent_sequence_signature;action;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;valid;duplicate_for_same_parent_sequence;recently_rejected_for_same_parent_sequence;diversification_compatible;parse_error;validation_message;resulting_makespan;best_makespan_before;best_makespan_after;global_best_makespan_after;completed_simulations;actual_global_best_makespan;elapsed_optimization_time_sec;delta_vs_best_before;status;llm_time_sec;simulation_time_sec;exited_parts;completion_valid;llm_attempts;retry_reason
1;1;1;1;normal;0;0f63cf6f404e;move;;;5;10;;;;;;;;;;True;False;False;False;;ok;17535.06888898726;16625.423888583944;16625.423888583944;16625.423888583944;2;16625.423888583944;18.0911;909.6450004033177;Evaluated;15.6578;2.424;64;True;1;
1;1;1;2;normal;0;0f63cf6f404e;swap;17;25;;;;;;;;;;;;True;False;False;False;;ok;16625.423888583944;16625.423888583944;16625.423888583944;16625.423888583944;3;16625.423888583944;25.2704;0.0;Evaluated;4.7448;2.4315;64;True;1;
1;1;1;3;normal;0;0f63cf6f404e;reinsert_block;;;;;;;32;40;16;;;;;True;False;False;True;;ok;16292.2047037198;16625.423888583944;16625.423888583944;16625.423888583944;4;16625.423888583944;32.7698;-333.21918486414324;Evaluated;5.0665;2.4322;64;True;1;
1;1;1;4;normal;0;0f63cf6f404e;move;;;50;48;;;;;;;;;;True;False;False;False;;ok;16168.73353686987;16625.423888583944;16625.423888583944;16625.423888583944;5;16625.423888583944;39.8696;-456.6903517140745;Evaluated;4.6705;2.4265;64;True;1;
1;1;1;5;normal;0;0f63cf6f404e;move;;;15;30;;;;;;;;;;True;False;False;True;;ok;17547.101992361444;16625.423888583944;16625.423888583944;16625.423888583944;6;16625.423888583944;46.8831;921.6781037774999;Evaluated;4.5793;2.4311;64;True;1;
1;1;1;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;16168.73353686987;16168.73353686987;6;16168.73353686987;46.8971;;IterationSummary;;;;;;
2;1;2;1;normal;0;660e1a9970ee;move;;;7;10;;;;;;;;;;True;False;False;False;;ok;16174.745029411997;16168.73353686987;16168.73353686987;16168.73353686987;7;16168.73353686987;55.0145;6.011492542127598;Evaluated;5.6817;2.4272;64;True;1;
2;1;2;2;normal;0;660e1a9970ee;swap;18;20;;;;;;;;;;;;True;False;False;False;;ok;16930.623814515664;16168.73353686987;16168.73353686987;16168.73353686987;8;16168.73353686987;62.377;761.8902776457944;Evaluated;4.9356;2.4246;64;True;1;
2;1;2;3;normal;0;660e1a9970ee;reinsert_block;;;;;;;35;42;16;;;;;True;False;False;True;;ok;16992.84208249442;16168.73353686987;16168.73353686987;16168.73353686987;9;16168.73353686987;70.2514;824.1085456245492;Evaluated;5.4418;2.4299;64;True;1;
2;1;2;4;normal;0;660e1a9970ee;move;;;50;49;;;;;;;;;;True;False;False;False;;ok;16213.883426405979;16168.73353686987;16168.73353686987;16168.73353686987;10;16168.73353686987;77.7617;45.149889536109185;Evaluated;5.0765;2.4312;64;True;1;
2;1;2;5;normal;0;660e1a9970ee;move;;;42;18;;;;;;;;;;True;False;False;True;;ok;17001.280861816616;16168.73353686987;16168.73353686987;16168.73353686987;11;16168.73353686987;85.2865;832.5473249467468;Evaluated;5.0944;2.4297;64;True;1;
2;1;2;;normal;1;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;16168.73353686987;16168.73353686987;11;16168.73353686987;85.2873;;IterationSummary;;;;;;
3;1;3;1;normal;1;660e1a9970ee;move;;;10;5;;;;;;;;;;True;False;False;False;;ok;15645.659750200617;16168.73353686987;16168.73353686987;16168.73353686987;12;16168.73353686987;92.9141;-523.0737866692525;Evaluated;5.3936;2.2273;64;True;1;
3;1;3;2;normal;1;660e1a9970ee;swap;17;25;;;;;;;;;;;;True;False;False;False;;ok;16168.73353686987;16168.73353686987;16168.73353686987;16168.73353686987;13;16168.73353686987;100.3312;0.0;Evaluated;4.9939;2.4226;64;True;1;
3;1;3;3;normal;1;660e1a9970ee;reinsert_block;;;;;;;38;42;16;;;;;True;False;False;True;;ok;17515.48408746001;16168.73353686987;16168.73353686987;16168.73353686987;14;16168.73353686987;108.2517;1346.750550590139;Evaluated;5.4907;2.4291;64;True;1;
