iteration;restart_id;iteration_in_restart;candidate_in_iteration;search_mode;no_improvement_count_before_iteration;parent_sequence_signature;action;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;valid;duplicate_for_same_parent_sequence;recently_rejected_for_same_parent_sequence;diversification_compatible;parse_error;validation_message;resulting_makespan;best_makespan_before;best_makespan_after;global_best_makespan_after;completed_simulations;actual_global_best_makespan;elapsed_optimization_time_sec;delta_vs_best_before;status;llm_time_sec;simulation_time_sec;exited_parts;completion_valid;llm_attempts;retry_reason
1;1;1;1;normal;0;0f63cf6f404e;move;;;1;0;;;;;;;;;;True;False;False;False;;ok;16630.57708951583;16625.423888583944;16625.423888583944;16625.423888583944;2;16625.423888583944;16.7383;5.153200931887113;Evaluated;15.9852;0.7467;64;True;1;
1;1;1;2;normal;0;0f63cf6f404e;swap;16;17;;;;;;;;;;;;True;False;False;False;;ok;16628.990304559717;16625.423888583944;16625.423888583944;16625.423888583944;3;16625.423888583944;22.8848;3.566415975772543;Evaluated;5.5171;0.6263;64;True;1;
1;1;1;3;normal;0;0f63cf6f404e;reinsert_block;;;;;;;32;40;16;;;;;True;False;False;True;;ok;16292.2047037198;16625.423888583944;16625.423888583944;16625.423888583944;4;16625.423888583944;29.1941;-333.21918486414324;Evaluated;5.6775;0.629;64;True;1;
1;1;1;4;normal;0;0f63cf6f404e;move;;;48;50;;;;;;;;;;True;False;False;False;;ok;16174.368262515902;16625.423888583944;16625.423888583944;16625.423888583944;5;16625.423888583944;35.3246;-451.05562606804233;Evaluated;5.4907;0.6373;64;True;1;
1;1;1;5;normal;0;0f63cf6f404e;move;;;15;30;;;;;;;;;;True;False;False;True;;ok;17547.101992361444;16625.423888583944;16625.423888583944;16625.423888583944;6;16625.423888583944;41.1931;921.6781037774999;Evaluated;5.2277;0.6381;64;True;1;
1;1;1;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;16174.368262515902;16174.368262515902;6;16174.368262515902;41.2077;;IterationSummary;;;;;;
2;1;2;1;normal;0;cc9a1d3e445e;move;;;5;0;;;;;;;;;;True;False;False;False;;ok;17167.039726890776;16174.368262515902;16174.368262515902;16174.368262515902;7;16174.368262515902;47.5163;992.6714643748746;Evaluated;5.6752;0.6241;64;True;1;
2;1;2;2;normal;0;cc9a1d3e445e;swap;18;20;;;;;;;;;;;;True;False;False;False;;ok;16936.467658118094;16174.368262515902;16174.368262515902;16174.368262515902;8;16174.368262515902;53.7594;762.0993956021921;Evaluated;5.6155;0.6243;64;True;1;
2;1;2;3;normal;0;cc9a1d3e445e;reinsert_block;;;;;;;40;47;32;;;;;True;False;False;True;;ok;16174.368262515902;16174.368262515902;16174.368262515902;16174.368262515902;9;16174.368262515902;60.1104;0.0;Evaluated;5.7216;0.6264;64;True;1;
2;1;2;4;normal;0;cc9a1d3e445e;move;;;50;48;;;;;;;;;;True;False;False;False;;ok;16625.423888583944;16174.368262515902;16174.368262515902;16174.368262515902;10;16174.368262515902;66.3105;451.05562606804233;Evaluated;5.5711;0.6283;64;True;1;
