iteration;restart_id;iteration_in_restart;candidate_in_iteration;search_mode;no_improvement_count_before_iteration;parent_sequence_signature;action;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;valid;duplicate_for_same_parent_sequence;recently_rejected_for_same_parent_sequence;diversification_compatible;parse_error;validation_message;resulting_makespan;best_makespan_before;best_makespan_after;global_best_makespan_after;completed_simulations;actual_global_best_makespan;elapsed_optimization_time_sec;delta_vs_best_before;status;llm_time_sec;simulation_time_sec;exited_parts;completion_valid;llm_attempts;retry_reason
1;1;1;1;normal;0;0f63cf6f404e;move;;;7;2;;;;;;;;;;True;False;False;False;;ok;17730.749076565924;16625.423888583944;16625.423888583944;16625.423888583944;2;16625.423888583944;6.1817;1105.32518798198;Evaluated;5.4459;0.7264;64;True;1;
1;1;1;2;normal;0;0f63cf6f404e;swap;18;24;;;;;;;;;;;;True;False;False;False;;ok;17610.07502033686;16625.423888583944;16625.423888583944;16625.423888583944;3;16625.423888583944;12.1;984.6511317529148;Evaluated;5.2287;0.6865;64;True;1;
1;1;1;3;normal;0;0f63cf6f404e;reinsert_block;;;;;;;32;40;16;;;;;True;False;False;True;;ok;16292.2047037198;16625.423888583944;16625.423888583944;16625.423888583944;4;16625.423888583944;18.4473;-333.21918486414324;Evaluated;5.6889;0.6551;64;True;1;
1;1;1;4;normal;0;0f63cf6f404e;move;;;56;48;;;;;;;;;;True;False;False;False;;ok;16622.344647438564;16625.423888583944;16625.423888583944;16625.423888583944;5;16625.423888583944;24.4295;-3.079241145380365;Evaluated;5.3224;0.6573;64;True;1;
1;1;1;5;normal;0;0f63cf6f404e;move;;;15;30;;;;;;;;;;True;False;False;True;;ok;17547.101992361444;16625.423888583944;16625.423888583944;16625.423888583944;6;16625.423888583944;30.2238;921.6781037774999;Evaluated;5.1488;0.6425;64;True;1;
1;1;1;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;16292.2047037198;16292.2047037198;6;16292.2047037198;30.241;;IterationSummary;;;;;;
2;1;2;1;normal;0;78ad6c7cf661;move;;;10;2;;;;;;;;;;True;False;False;False;;ok;18254.739311787594;16292.2047037198;16292.2047037198;16292.2047037198;7;16292.2047037198;36.6614;1962.5346080677937;Evaluated;5.7573;0.6558;64;True;1;
2;1;2;2;normal;0;78ad6c7cf661;swap;17;25;;;;;;;;;;;;True;False;False;False;;ok;16811.827834599906;16292.2047037198;16292.2047037198;16292.2047037198;8;16292.2047037198;42.9729;519.6231308801052;Evaluated;5.6505;0.6588;64;True;1;
2;1;2;3;normal;0;78ad6c7cf661;reinsert_block;;;;;;;35;41;20;;;;;True;False;False;True;;ok;17085.370213955146;16292.2047037198;16292.2047037198;16292.2047037198;9;16292.2047037198;49.591;793.1655102353452;Evaluated;5.9629;0.6527;64;True;1;
2;1;2;4;normal;0;78ad6c7cf661;move;;;56;48;;;;;;;;;;True;False;False;False;;ok;16289.687399107137;16292.2047037198;16292.2047037198;16292.2047037198;10;16292.2047037198;55.799;-2.517304612663793;Evaluated;5.5487;0.6565;64;True;1;
2;1;2;5;normal;0;78ad6c7cf661;move;;;50;40;;;;;;;;;;True;False;False;True;;ok;16176.0181533482;16292.2047037198;16292.2047037198;16292.2047037198;11;16292.2047037198;61.7507;-116.1865503716017;Evaluated;5.2936;0.6556;64;True;1;
2;1;2;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;16176.0181533482;16176.0181533482;11;16176.0181533482;61.7581;;IterationSummary;;;;;;
3;1;3;1;normal;0;3d1822926b76;move;;;10;2;;;;;;;;;;True;False;False;False;;ok;18156.777450846483;16176.0181533482;16176.0181533482;16176.0181533482;12;16176.0181533482;68.2727;1980.7592974982836;Evaluated;5.8647;0.6415;64;True;1;
3;1;3;2;normal;0;3d1822926b76;swap;20;25;;;;;;;;;;;;True;False;False;False;;ok;16148.74169506048;16176.0181533482;16176.0181533482;16176.0181533482;13;16176.0181533482;74.6278;-27.276458287718924;Evaluated;5.6886;0.6639;64;True;1;
3;1;3;3;normal;0;3d1822926b76;reinsert_block;;;;;;;38;41;25;;;;;True;False;False;True;;ok;16851.100692878288;16176.0181533482;16176.0181533482;16176.0181533482;14;16176.0181533482;81.3166;675.082539530089;Evaluated;6.0302;0.6581;64;True;1;
3;1;3;4;normal;0;3d1822926b76;move;;;50;42;;;;;;;;;;True;False;False;False;;ok;16181.678354678328;16176.0181533482;16176.0181533482;16176.0181533482;15;16176.0181533482;87.5837;5.660201330128984;Evaluated;5.6086;0.6551;64;True;1;
3;1;3;5;normal;0;3d1822926b76;move;;;50;40;;;;;;;;;;True;False;False;True;;ok;16330.401878565379;16176.0181533482;16176.0181533482;16176.0181533482;16;16176.0181533482;93.7544;154.38372521717974;Evaluated;5.5137;0.6558;64;True;1;
3;1;3;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;16148.74169506048;16148.74169506048;16;16148.74169506048;93.7753;;IterationSummary;;;;;;
4;1;4;1;normal;0;15bc2cfddb30;move;;;10;2;;;;;;;;;;True;False;False;False;;ok;17878.330101537962;16148.74169506048;16148.74169506048;16148.74169506048;17;16148.74169506048;100.5863;1729.5884064774818;Evaluated;6.1602;0.6447;64;True;1;
4;1;4;2;normal;0;15bc2cfddb30;swap;20;31;;;;;;;;;;;;True;False;False;False;;ok;17497.524236289784;16148.74169506048;16148.74169506048;16148.74169506048;18;16148.74169506048;107.0659;1348.7825412293041;Evaluated;5.8205;0.6561;64;True;1;
4;1;4;3;normal;0;15bc2cfddb30;reinsert_block;;;;;;;35;41;20;;;;;True;False;False;True;;ok;17097.039672902712;16148.74169506048;16148.74169506048;16148.74169506048;19;16148.74169506048;113.8038;948.2979778422323;Evaluated;6.0797;0.6556;64;True;1;
4;1;4;4;normal;0;15bc2cfddb30;move;;;50;48;;;;;;;;;;True;False;False;False;;ok;16159.600064945107;16148.74169506048;16148.74169506048;16148.74169506048;20;16148.74169506048;120.3958;10.858369884626882;Evaluated;5.9306;0.6573;64;True;1;
4;1;4;5;normal;0;15bc2cfddb30;move;;;54;10;;;;;;;;;;True;False;False;True;;ok;16278.513562928927;16148.74169506048;16148.74169506048;16148.74169506048;21;16148.74169506048;126.7105;129.77186786844686;Evaluated;5.6547;0.6573;64;True;1;
4;1;4;;normal;1;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;16148.74169506048;16148.74169506048;21;16148.74169506048;126.7137;;IterationSummary;;;;;;
5;1;5;1;normal;1;15bc2cfddb30;move;;;8;4;;;;;;;;;;True;False;False;False;;ok;17345.322321057894;16148.74169506048;16148.74169506048;16148.74169506048;22;16148.74169506048;137.041;1196.5806259974142;Evaluated;9.6386;0.6749;64;True;2;duplicate_for_same_parent_sequence
5;1;5;2;normal;1;15bc2cfddb30;swap;16;25;;;;;;;;;;;;True;False;False;False;;ok;17482.97817303474;16148.74169506048;16148.74169506048;16148.74169506048;23;16148.74169506048;143.6548;1334.2364779742584;Evaluated;5.9562;0.6545;64;True;1;
5;1;5;3;normal;1;15bc2cfddb30;reinsert_block;;;;;;;40;45;32;;;;;True;False;False;True;;ok;16685.717748249634;16148.74169506048;16148.74169506048;16148.74169506048;24;16148.74169506048;150.0618;536.9760531891534;Evaluated;5.7465;0.6565;64;True;1;
5;1;5;4;normal;1;15bc2cfddb30;move;;;50;42;;;;;;;;;;True;False;False;False;;ok;16146.604677593406;16148.74169506048;16148.74169506048;16148.74169506048;25;16148.74169506048;156.3306;-2.137017467073747;Evaluated;5.6099;0.6555;64;True;1;
