iteration;restart_id;iteration_in_restart;candidate_in_iteration;search_mode;no_improvement_count_before_iteration;parent_sequence_signature;action;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;valid;duplicate_for_same_parent_sequence;recently_rejected_for_same_parent_sequence;diversification_compatible;parse_error;validation_message;resulting_makespan;best_makespan_before;best_makespan_after;global_best_makespan_after;completed_simulations;actual_global_best_makespan;elapsed_optimization_time_sec;delta_vs_best_before;status;llm_time_sec;simulation_time_sec;exited_parts;completion_valid;llm_attempts;retry_reason
1;1;1;1;normal;0;0f63cf6f404e;move;;;5;10;;;;;;;;;;True;False;False;False;;ok;17535.06888898726;16625.423888583944;16625.423888583944;16625.423888583944;2;16625.423888583944;14.9887;909.6450004033177;Evaluated;14.3499;0.6276;64;True;1;
1;1;1;2;normal;0;0f63cf6f404e;swap;17;25;;;;;;;;;;;;True;False;False;False;;ok;16625.423888583944;16625.423888583944;16625.423888583944;16625.423888583944;3;16625.423888583944;20.61;0.0;Evaluated;4.9978;0.6225;64;True;1;
1;1;1;3;normal;0;0f63cf6f404e;reinsert_block;;;;;;;32;40;56;;;;;True;False;False;True;;ok;16627.726710579;16625.423888583944;16625.423888583944;16625.423888583944;4;16625.423888583944;26.8487;2.3028219950574567;Evaluated;5.6139;0.6241;64;True;1;
1;1;1;4;normal;0;0f63cf6f404e;move;;;50;48;;;;;;;;;;True;False;False;False;;ok;16168.73353686987;16625.423888583944;16625.423888583944;16625.423888583944;5;16625.423888583944;32.642;-456.6903517140745;Evaluated;5.1677;0.6247;64;True;1;
1;1;1;5;normal;0;0f63cf6f404e;move;;;15;30;;;;;;;;;;True;False;False;True;;ok;17547.101992361444;16625.423888583944;16625.423888583944;16625.423888583944;6;16625.423888583944;38.4399;921.6781037774999;Evaluated;5.1699;0.6253;64;True;1;
1;1;1;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;16168.73353686987;16168.73353686987;6;16168.73353686987;38.4534;;IterationSummary;;;;;;
2;1;2;1;normal;0;660e1a9970ee;move;;;10;25;;;;;;;;;;True;False;False;True;;ok;16702.366547798832;16168.73353686987;16168.73353686987;16168.73353686987;7;16168.73353686987;44.8634;533.6330109289629;Evaluated;5.7769;0.624;64;True;1;
2;1;2;2;normal;0;660e1a9970ee;swap;18;20;;;;;;;;;;;;True;False;False;False;;ok;16930.623814515664;16168.73353686987;16168.73353686987;16168.73353686987;8;16168.73353686987;51.0217;761.8902776457944;Evaluated;5.5305;0.6254;64;True;1;
2;1;2;3;normal;0;660e1a9970ee;reinsert_block;;;;;;;35;40;48;;;;;True;False;False;True;;ok;16515.58708147516;16168.73353686987;16168.73353686987;16168.73353686987;9;16168.73353686987;57.5985;346.853544605292;Evaluated;5.9537;0.6225;64;True;1;
2;1;2;4;normal;0;660e1a9970ee;move;;;48;50;;;;;;;;;;True;False;False;False;;ok;16625.423888583944;16168.73353686987;16168.73353686987;16168.73353686987;10;16168.73353686987;63.7529;456.6903517140745;Evaluated;5.5301;0.6235;64;True;1;
2;1;2;5;normal;0;660e1a9970ee;swap;30;35;;;;;;;;;;;;True;False;False;False;;ok;15331.085808632986;16168.73353686987;16168.73353686987;16168.73353686987;11;16168.73353686987;73.6385;-837.6477282368833;Evaluated;9.2599;0.6243;64;True;2;duplicate_for_same_parent_sequence
2;1;2;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15331.085808632986;15331.085808632986;11;15331.085808632986;73.6573;;IterationSummary;;;;;;
3;1;3;1;normal;0;df632fe4819c;move;;;5;10;;;;;;;;;;True;False;False;False;;ok;17073.047516125156;15331.085808632986;15331.085808632986;15331.085808632986;12;15331.085808632986;80.3049;1741.9617074921698;Evaluated;6.019;0.6217;64;True;1;
3;1;3;2;normal;0;df632fe4819c;swap;20;25;;;;;;;;;;;;True;False;False;False;;ok;16664.993673947116;15331.085808632986;15331.085808632986;15331.085808632986;13;15331.085808632986;86.7955;1333.9078653141296;Evaluated;5.8679;0.6219;64;True;1;
3;1;3;3;normal;0;df632fe4819c;reinsert_block;;;;;;;37;42;50;;;;;True;False;False;True;;ok;16194.711648656714;15331.085808632986;15331.085808632986;15331.085808632986;14;15331.085808632986;93.4261;863.6258400237275;Evaluated;6.0042;0.6257;64;True;1;
3;1;3;4;normal;0;df632fe4819c;move;;;50;48;;;;;;;;;;True;False;False;False;;ok;16008.743978705153;15331.085808632986;15331.085808632986;15331.085808632986;15;15331.085808632986;99.6114;677.6581700721672;Evaluated;5.5627;0.6219;64;True;1;
3;1;3;5;normal;0;df632fe4819c;move;;;15;30;;;;;;;;;;True;False;False;True;;ok;16938.419770598695;15331.085808632986;15331.085808632986;15331.085808632986;16;15331.085808632986;109.7165;1607.333961965709;Evaluated;9.4818;0.6227;64;True;2;duplicate_for_same_parent_sequence
3;1;3;;normal;1;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15331.085808632986;15331.085808632986;16;15331.085808632986;109.7172;;IterationSummary;;;;;;
