iteration;restart_id;iteration_in_restart;candidate_in_iteration;search_mode;no_improvement_count_before_iteration;parent_sequence_signature;action;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;valid;duplicate_for_same_parent_sequence;recently_rejected_for_same_parent_sequence;diversification_compatible;parse_error;validation_message;resulting_makespan;best_makespan_before;best_makespan_after;global_best_makespan_after;completed_simulations;actual_global_best_makespan;elapsed_optimization_time_sec;delta_vs_best_before;status;llm_time_sec;simulation_time_sec;exited_parts;completion_valid;llm_attempts;retry_reason
1;1;1;1;normal;0;0f63cf6f404e;move;;;10;4;;;;;;;;;;True;False;False;False;;ok;18258.64463936586;16630.57522948563;16630.57522948563;16630.57522948563;2;16630.57522948563;19.1271;1628.0694098802305;Evaluated;16.4812;2.6369;64;True;1;
1;1;1;2;normal;0;0f63cf6f404e;swap;16;32;;;;;;;;;;;;True;False;False;True;;ok;16630.57522948563;16630.57522948563;16630.57522948563;16630.57522948563;3;16630.57522948563;33.2264;0.0;Evaluated;11.6667;2.4317;64;True;1;
1;1;1;3;normal;0;0f63cf6f404e;reinsert_block;;;;;;;32;40;16;;;;;True;False;False;True;;ok;16292.549924556863;16630.57522948563;16630.57522948563;16630.57522948563;4;16630.57522948563;41.7042;-338.02530492876576;Evaluated;6.0512;2.4259;64;True;1;
1;1;1;4;normal;0;0f63cf6f404e;move;;;50;49;;;;;;;;;;True;False;False;False;;ok;16173.884877771556;16630.57522948563;16630.57522948563;16630.57522948563;5;16630.57522948563;52.3648;-456.6903517140727;Evaluated;8.2294;2.4307;64;True;1;
1;1;1;5;normal;0;0f63cf6f404e;move;;;16;8;;;;;;;;;;True;False;False;False;;ok;17742.48518681015;16630.57522948563;16630.57522948563;16630.57522948563;6;16630.57522948563;67.6686;1111.909957324522;Evaluated;12.8717;2.4315;64;True;1;
1;1;1;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;16173.884877771556;16173.884877771556;6;16173.884877771556;67.6766;;IterationSummary;;;;;;
2;1;2;1;normal;0;04f0b4e57a49;move;;;10;4;;;;;;;;;;True;False;False;False;;ok;17801.887163191128;16173.884877771556;16173.884877771556;16173.884877771556;7;16173.884877771556;82.8327;1628.0022854195722;Evaluated;12.7163;2.4289;64;True;1;
2;1;2;2;normal;0;04f0b4e57a49;swap;20;31;;;;;;;;;;;;True;False;False;False;;ok;16670.664867180938;16173.884877771556;16173.884877771556;16173.884877771556;8;16173.884877771556;96.1087;496.7799894093823;Evaluated;10.8471;2.4283;64;True;1;
2;1;2;3;normal;0;04f0b4e57a49;reinsert_block;;;;;;;34;37;28;;;;;True;False;False;False;;ok;16498.450373025582;16173.884877771556;16173.884877771556;16173.884877771556;9;16173.884877771556;110.5265;324.56549525402625;Evaluated;11.9867;2.4304;64;True;1;
2;1;2;4;normal;0;04f0b4e57a49;move;;;50;48;;;;;;;;;;True;False;False;False;;ok;16630.16635223759;16173.884877771556;16173.884877771556;16173.884877771556;10;16173.884877771556;125.1228;456.2814744660336;Evaluated;12.1713;2.4225;64;True;1;
2;1;2;5;normal;0;04f0b4e57a49;move;;;32;16;;;;;;;;;;True;False;False;True;;ok;16349.01258200294;16173.884877771556;16173.884877771556;16173.884877771556;11;16173.884877771556;142.0495;175.127704231385;Evaluated;14.4935;2.4326;64;True;2;duplicate_for_same_parent_sequence
2;1;2;;normal;1;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;16173.884877771556;16173.884877771556;11;16173.884877771556;142.0503;;IterationSummary;;;;;;
3;1;3;1;normal;1;04f0b4e57a49;move;;;8;4;;;;;;;;;;True;False;False;False;;ok;17447.14703026491;16173.884877771556;16173.884877771556;16173.884877771556;12;16173.884877771556;157.7683;1273.2621524933547;Evaluated;13.2872;2.4228;64;True;1;
3;1;3;2;normal;1;04f0b4e57a49;move;;;25;18;;;;;;;;;;True;False;False;False;;ok;16703.895128617303;16173.884877771556;16173.884877771556;16173.884877771556;13;16173.884877771556;173.9947;530.0102508457476;Evaluated;13.7966;2.4291;64;True;2;duplicate_for_same_parent_sequence
3;1;3;3;normal;1;04f0b4e57a49;reinsert_block;;;;;;;36;40;18;;;;;True;False;False;True;;ok;16519.897280543635;16173.884877771556;16173.884877771556;16173.884877771556;14;16173.884877771556;187.9415;346.01240277207944;Evaluated;11.5143;2.4301;64;True;1;
3;1;3;4;normal;1;04f0b4e57a49;swap;51;60;;;;;;;;;;;;True;False;False;False;;ok;16835.196524481842;16173.884877771556;16173.884877771556;16173.884877771556;15;16173.884877771556;204.9745;661.3116467102864;Evaluated;14.6002;2.4318;64;True;2;duplicate_for_same_parent_sequence
3;1;3;5;normal;1;04f0b4e57a49;move;;;25;10;;;;;;;;;;True;False;False;True;;ok;16756.8687252702;16173.884877771556;16173.884877771556;16173.884877771556;16;16173.884877771556;221.2942;582.9838474986445;Evaluated;13.8896;2.4284;64;True;1;
3;1;3;;normal;2;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;16173.884877771556;16173.884877771556;16;16173.884877771556;221.2948;;IterationSummary;;;;;;
4;1;4;1;normal;2;04f0b4e57a49;move;;;10;5;;;;;;;;;;True;False;False;False;;ok;15625.01498102131;16173.884877771556;16173.884877771556;16173.884877771556;17;16173.884877771556;240.9076;-548.869896750246;Evaluated;17.3785;2.2287;64;True;2;duplicate_for_same_parent_sequence
4;1;4;2;normal;2;04f0b4e57a49;swap;17;20;;;;;;;;;;;;True;False;False;False;;ok;16878.886091179596;16173.884877771556;16173.884877771556;16173.884877771556;18;16173.884877771556;259.8741;705.0012134080407;Evaluated;16.5338;2.4303;64;True;1;
4;1;4;3;normal;2;04f0b4e57a49;move;;;50;15;;;;;;;;;;True;False;False;True;;ok;15774.59427018076;16173.884877771556;16173.884877771556;16173.884877771556;19;16173.884877771556;278.4807;-399.29060759079584;Evaluated;16.3782;2.2277;64;True;2;duplicate_for_same_parent_sequence
4;1;4;4;normal;2;04f0b4e57a49;move;;;51;48;;;;;;;;;;True;False;False;False;;ok;16616.5433177999;16173.884877771556;16173.884877771556;16173.884877771556;20;16173.884877771556;293.456;442.65844002834456;Evaluated;12.5399;2.4322;64;True;1;
4;1;4;5;normal;2;04f0b4e57a49;move;;;45;20;;;;;;;;;;True;False;False;True;;ok;16372.214501133683;16173.884877771556;16173.884877771556;16173.884877771556;21;16173.884877771556;313.4569;198.32962336212768;Evaluated;17.5695;2.4284;64;True;3;duplicate_for_same_parent_sequence
4;1;4;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15625.01498102131;15625.01498102131;21;15625.01498102131;313.4633;;IterationSummary;;;;;;
