iteration;restart_id;iteration_in_restart;candidate_in_iteration;search_mode;no_improvement_count_before_iteration;parent_sequence_signature;action;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;valid;duplicate_for_same_parent_sequence;recently_rejected_for_same_parent_sequence;diversification_compatible;parse_error;validation_message;resulting_makespan;best_makespan_before;best_makespan_after;global_best_makespan_after;completed_simulations;actual_global_best_makespan;elapsed_optimization_time_sec;delta_vs_best_before;status;llm_time_sec;simulation_time_sec;exited_parts;completion_valid;llm_attempts;retry_reason
1;1;1;1;normal;0;0f63cf6f404e;move;;;5;10;;;;;;;;;;True;False;False;False;;ok;17535.06888898726;16630.57522948563;16630.57522948563;16630.57522948563;2;16630.57522948563;16.3655;904.4936595016334;Evaluated;13.9322;2.4242;64;True;1;
1;1;1;2;normal;0;0f63cf6f404e;swap;18;20;;;;;;;;;;;;True;False;False;False;;ok;17396.195909480055;16630.57522948563;16630.57522948563;16630.57522948563;3;16630.57522948563;28.4887;765.6206799944266;Evaluated;9.6964;2.4257;64;True;1;
1;1;1;3;normal;0;0f63cf6f404e;reinsert_block;;;;;;;32;40;16;;;;;True;False;False;True;;ok;16292.549924556863;16630.57522948563;16630.57522948563;16630.57522948563;4;16630.57522948563;41.5345;-338.02530492876576;Evaluated;10.6172;2.4278;64;True;1;
1;1;1;4;normal;0;0f63cf6f404e;move;;;50;49;;;;;;;;;;True;False;False;False;;ok;16173.884877771556;16630.57522948563;16630.57522948563;16630.57522948563;5;16630.57522948563;51.0795;-456.6903517140727;Evaluated;7.117;2.4271;64;True;1;
1;1;1;5;normal;0;0f63cf6f404e;move;;;24;36;;;;;;;;;;True;False;False;True;;ok;17095.352072157642;16630.57522948563;16630.57522948563;16630.57522948563;6;16630.57522948563;60.4138;464.776842672014;Evaluated;6.9071;2.4261;64;True;1;
1;1;1;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;16173.884877771556;16173.884877771556;6;16173.884877771556;60.4232;;IterationSummary;;;;;;
2;1;2;1;normal;0;04f0b4e57a49;move;;;3;7;;;;;;;;;;True;False;False;False;;ok;17900.398105889533;16173.884877771556;16173.884877771556;16173.884877771556;7;16173.884877771556;73.2175;1726.5132281179776;Evaluated;10.3561;2.4305;64;True;1;
2;1;2;2;normal;0;04f0b4e57a49;swap;18;20;;;;;;;;;;;;True;False;False;False;;ok;16938.263154935004;16173.884877771556;16173.884877771556;16173.884877771556;8;16173.884877771556;88.515;764.3782771634487;Evaluated;12.8634;2.4334;64;True;1;
2;1;2;3;normal;0;04f0b4e57a49;reinsert_block;;;;;;;32;40;16;;;;;True;False;False;True;;ok;15823.838219583482;16173.884877771556;16173.884877771556;16173.884877771556;9;16173.884877771556;105.1194;-350.0466581880737;Evaluated;14.3754;2.228;64;True;1;
2;1;2;4;normal;0;04f0b4e57a49;move;;;50;49;;;;;;;;;;True;False;False;False;;ok;16630.57522948563;16173.884877771556;16173.884877771556;16173.884877771556;10;16173.884877771556;119.7987;456.6903517140727;Evaluated;12.2448;2.4328;64;True;1;
2;1;2;5;normal;0;04f0b4e57a49;move;;;25;30;;;;;;;;;;True;False;False;False;;ok;16628.78709080219;16173.884877771556;16173.884877771556;16173.884877771556;11;16173.884877771556;134.5874;454.9022130306348;Evaluated;12.3635;2.4239;64;True;1;
2;1;2;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15823.838219583482;15823.838219583482;11;15823.838219583482;134.5961;;IterationSummary;;;;;;
3;1;3;1;normal;0;2032efcd761e;move;;;10;5;;;;;;;;;;True;False;False;False;;ok;16364.807569637162;15823.838219583482;15823.838219583482;15823.838219583482;12;15823.838219583482;148.9863;540.9693500536796;Evaluated;11.9558;2.4241;64;True;1;
3;1;3;2;normal;0;2032efcd761e;swap;20;21;;;;;;;;;;;;True;False;False;False;;ok;15877.366152530549;15823.838219583482;15823.838219583482;15823.838219583482;13;15823.838219583482;161.8857;53.5279329470668;Evaluated;10.6708;2.2274;64;True;1;
3;1;3;3;normal;0;2032efcd761e;reinsert_block;;;;;;;35;40;16;;;;;True;False;False;True;;ok;17092.461393141093;15823.838219583482;15823.838219583482;15823.838219583482;14;15823.838219583482;172.4528;1268.6231735576112;Evaluated;8.1393;2.4269;64;True;1;
3;1;3;4;normal;0;2032efcd761e;move;;;50;48;;;;;;;;;;True;False;False;False;;ok;16292.549924556863;15823.838219583482;15823.838219583482;15823.838219583482;15;15823.838219583482;183.2301;468.7117049733806;Evaluated;8.3481;2.4284;64;True;1;
3;1;3;5;normal;0;2032efcd761e;move;;;18;25;;;;;;;;;;True;False;False;False;;ok;17099.61145258385;15823.838219583482;15823.838219583482;15823.838219583482;16;15823.838219583482;194.1438;1275.7732330003673;Evaluated;8.4903;2.4225;64;True;1;
3;1;3;;normal;1;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15823.838219583482;15823.838219583482;16;15823.838219583482;194.1446;;IterationSummary;;;;;;
4;1;4;1;normal;1;2032efcd761e;move;;;5;10;;;;;;;;;;True;False;False;False;;ok;17077.555028747975;15823.838219583482;15823.838219583482;15823.838219583482;17;15823.838219583482;210.7451;1253.7168091644926;Evaluated;14.1714;2.4221;64;True;1;
4;1;4;2;normal;1;2032efcd761e;swap;18;20;;;;;;;;;;;;True;False;False;False;;ok;17156.93763926201;15823.838219583482;15823.838219583482;15823.838219583482;18;15823.838219583482;227.0792;1333.0994196785286;Evaluated;13.9069;2.4262;64;True;1;
4;1;4;3;normal;1;2032efcd761e;reinsert_block;;;;;;;35;40;20;;;;;True;False;False;True;;ok;16632.58643455922;15823.838219583482;15823.838219583482;15823.838219583482;19;15823.838219583482;240.4697;808.7482149757379;Evaluated;10.9611;2.428;64;True;1;
4;1;4;4;normal;1;2032efcd761e;move;;;50;49;;;;;;;;;;True;False;False;False;;ok;16292.549924556863;15823.838219583482;15823.838219583482;15823.838219583482;20;15823.838219583482;253.6431;468.7117049733806;Evaluated;10.7469;2.4255;64;True;1;
4;1;4;5;normal;1;2032efcd761e;move;;;25;10;;;;;;;;;;True;False;False;True;;ok;16372.77744959668;15823.838219583482;15823.838219583482;15823.838219583482;21;15823.838219583482;266.6426;548.9392300131985;Evaluated;10.5552;2.4436;64;True;1;
4;1;4;;normal;2;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15823.838219583482;15823.838219583482;21;15823.838219583482;266.6434;;IterationSummary;;;;;;
5;1;5;1;normal;2;2032efcd761e;move;;;8;3;;;;;;;;;;True;False;False;False;;ok;17446.03244488288;15823.838219583482;15823.838219583482;15823.838219583482;22;15823.838219583482;284.3693;1622.1942252993977;Evaluated;15.2882;2.4303;64;True;2;duplicate_for_same_parent_sequence
5;1;5;2;normal;2;2032efcd761e;swap;17;20;;;;;;;;;;;;True;False;False;False;;ok;17462.88172119471;15823.838219583482;15823.838219583482;15823.838219583482;23;15823.838219583482;295.5114;1639.0435016112278;Evaluated;8.7137;2.4275;64;True;1;
5;1;5;3;normal;2;2032efcd761e;move;;;37;28;;;;;;;;;;True;False;False;False;;ok;16239.177780046328;15823.838219583482;15823.838219583482;15823.838219583482;24;15823.838219583482;310.2272;415.33956046284584;Evaluated;12.2895;2.4255;64;True;2;duplicate_for_same_parent_sequence
5;1;5;4;normal;2;2032efcd761e;move;;;52;49;;;;;;;;;;True;False;False;False;;ok;16092.837168694405;15823.838219583482;15823.838219583482;15823.838219583482;25;15823.838219583482;324.5794;268.9989491109227;Evaluated;11.9265;2.4248;64;True;2;duplicate_for_same_parent_sequence
5;1;5;5;normal;2;2032efcd761e;move;;;25;15;;;;;;;;;;True;False;False;True;;ok;15783.048251935457;15823.838219583482;15823.838219583482;15823.838219583482;26;15823.838219583482;339.0412;-40.789967648024685;Evaluated;12.2323;2.2287;64;True;2;duplicate_for_same_parent_sequence
5;1;5;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15783.048251935457;15783.048251935457;26;15783.048251935457;339.0488;;IterationSummary;;;;;;
6;1;6;1;normal;0;0a347ae78851;move;;;10;5;;;;;;;;;;True;False;False;False;;ok;16425.76807705711;15783.048251935457;15783.048251935457;15783.048251935457;27;15783.048251935457;352.0573;642.7198251216523;Evaluated;10.5696;2.4292;64;True;1;
6;1;6;2;normal;0;0a347ae78851;swap;20;21;;;;;;;;;;;;True;False;False;False;;ok;17195.088283303718;15783.048251935457;15783.048251935457;15783.048251935457;28;15783.048251935457;367.433;1412.0400313682603;Evaluated;12.9495;2.4251;64;True;1;
6;1;6;3;normal;0;0a347ae78851;reinsert_block;;;;;;;35;40;20;;;;;True;False;False;True;;ok;17006.951209514904;15783.048251935457;15783.048251935457;15783.048251935457;29;15783.048251935457;383.1151;1223.9029575794466;Evaluated;13.2562;2.4251;64;True;1;
6;1;6;4;normal;0;0a347ae78851;move;;;50;48;;;;;;;;;;True;False;False;False;;ok;16234.568622377918;15783.048251935457;15783.048251935457;15783.048251935457;30;15783.048251935457;398.4755;451.52037044246026;Evaluated;12.9341;2.4253;64;True;1;
6;1;6;5;normal;0;0a347ae78851;move;;;60;55;;;;;;;;;;True;False;False;False;;ok;15431.327461439112;15783.048251935457;15783.048251935457;15783.048251935457;31;15783.048251935457;413.444;-351.7207904963452;Evaluated;12.7339;2.2339;64;True;1;
6;1;6;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15431.327461439112;15431.327461439112;31;15431.327461439112;413.4524;;IterationSummary;;;;;;
7;1;7;1;normal;0;1d990d26d012;move;;;8;3;;;;;;;;;;True;False;False;False;;ok;17091.074396494067;15431.327461439112;15431.327461439112;15431.327461439112;32;15431.327461439112;435.92;1659.7469350549545;Evaluated;20.0313;2.4267;64;True;1;
7;1;7;2;normal;0;1d990d26d012;swap;18;20;;;;;;;;;;;;True;False;False;False;;ok;16281.42216380602;15431.327461439112;15431.327461439112;15431.327461439112;33;15431.327461439112;455.8784;850.0947023669087;Evaluated;17.534;2.4237;64;True;1;
7;1;7;3;normal;0;1d990d26d012;reinsert_block;;;;;;;37;42;50;;;;;True;False;False;True;;ok;16339.771256563614;15431.327461439112;15431.327461439112;15431.327461439112;34;15431.327461439112;474.6853;908.4437951245018;Evaluated;16.379;2.4272;64;True;1;
7;1;7;4;normal;0;1d990d26d012;move;;;50;48;;;;;;;;;;True;False;False;False;;ok;15888.25021125831;15431.327461439112;15431.327461439112;15431.327461439112;35;15431.327461439112;492.8107;456.92274981919763;Evaluated;15.9017;2.223;64;True;1;
7;1;7;5;normal;0;1d990d26d012;move;;;25;10;;;;;;;;;;True;False;False;True;;ok;17200.28013443246;15431.327461439112;15431.327461439112;15431.327461439112;36;15431.327461439112;510.894;1768.9526729933496;Evaluated;15.6583;2.4239;64;True;1;
7;1;7;;normal;1;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15431.327461439112;15431.327461439112;36;15431.327461439112;510.8948;;IterationSummary;;;;;;
8;1;8;1;normal;1;1d990d26d012;move;;;15;10;;;;;;;;;;True;False;False;False;;ok;16016.918510917261;15431.327461439112;15431.327461439112;15431.327461439112;37;15431.327461439112;533.3181;585.5910494781492;Evaluated;20.1842;2.2327;64;True;2;duplicate_for_same_parent_sequence
8;1;8;2;normal;1;1d990d26d012;swap;17;20;;;;;;;;;;;;True;False;False;False;;ok;16281.42216380602;15431.327461439112;15431.327461439112;15431.327461439112;38;15431.327461439112;548.7906;850.0947023669087;Evaluated;13.0398;2.432;64;True;1;
8;1;8;3;normal;1;1d990d26d012;reinsert_block;;;;;;;35;40;20;;;;;True;False;False;True;;ok;16655.23041901856;15431.327461439112;15431.327461439112;15431.327461439112;39;15431.327461439112;564.8058;1223.9029575794484;Evaluated;13.5909;2.4236;64;True;1;
8;1;8;4;normal;1;1d990d26d012;move;;;50;52;;;;;;;;;;True;False;False;False;;ok;15893.564457612443;15431.327461439112;15431.327461439112;15431.327461439112;40;15431.327461439112;579.9634;462.23699617333114;Evaluated;12.9241;2.2328;64;True;1;
8;1;8;5;normal;1;1d990d26d012;move;;;50;49;;;;;;;;;;True;False;False;False;;ok;15889.501321005897;15431.327461439112;15431.327461439112;15431.327461439112;41;15431.327461439112;591.3309;458.1738595667848;Evaluated;9.1351;2.2318;64;True;1;
8;1;8;;normal;2;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15431.327461439112;15431.327461439112;41;15431.327461439112;591.3317;;IterationSummary;;;;;;
9;1;9;1;normal;2;1d990d26d012;move;;;10;5;;;;;;;;;;True;False;False;False;;ok;16074.047286560763;15431.327461439112;15431.327461439112;15431.327461439112;42;15431.327461439112;611.5578;642.7198251216505;Evaluated;17.989;2.2287;64;True;1;
9;1;9;2;normal;2;1d990d26d012;swap;25;30;;;;;;;;;;;;True;False;False;False;;ok;15444.011604654866;15431.327461439112;15431.327461439112;15431.327461439112;43;15431.327461439112;629.6275;12.684143215754375;Evaluated;15.8484;2.2205;64;True;1;
9;1;9;3;normal;2;1d990d26d012;reinsert_block;;;;;;;35;40;28;;;;;True;False;False;False;;ok;16250.629104948976;15431.327461439112;15431.327461439112;15431.327461439112;44;15431.327461439112;647.1856;819.3016435098634;Evaluated;15.1329;2.4244;64;True;1;
9;1;9;4;normal;2;1d990d26d012;move;;;48;52;;;;;;;;;;True;False;False;False;;ok;15427.633315631181;15431.327461439112;15431.327461439112;15431.327461439112;45;15431.327461439112;665.2409;-3.6941458079309086;Evaluated;15.8287;2.2256;64;True;1;
9;1;9;5;normal;2;1d990d26d012;move;;;30;45;;;;;;;;;;True;False;False;True;;ok;16425.074835170402;15431.327461439112;15431.327461439112;15431.327461439112;46;15431.327461439112;686.9218;993.7473737312903;Evaluated;19.254;2.4261;64;True;2;duplicate_for_same_parent_sequence
9;1;9;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15427.633315631181;15427.633315631181;46;15427.633315631181;686.9301;;IterationSummary;;;;;;
10;1;10;1;normal;0;55c4b220f46c;move;;;10;5;;;;;;;;;;True;False;False;False;;ok;16070.353140752832;15427.633315631181;15427.633315631181;15427.633315631181;47;15427.633315631181;705.1595;642.7198251216505;Evaluated;15.7929;2.4257;64;True;1;
10;1;10;2;normal;0;55c4b220f46c;swap;17;20;;;;;;;;;;;;True;False;False;False;;ok;16285.220322549303;15427.633315631181;15427.633315631181;15427.633315631181;48;15427.633315631181;718.476;857.5870069181219;Evaluated;10.8881;2.4277;64;True;1;
10;1;10;3;normal;0;55c4b220f46c;reinsert_block;;;;;;;35;40;28;;;;;True;False;False;False;;ok;16246.934959141045;15427.633315631181;15427.633315631181;15427.633315631181;49;15427.633315631181;732.1463;819.3016435098634;Evaluated;11.2449;2.4244;64;True;1;
10;1;10;4;normal;0;55c4b220f46c;move;;;50;49;;;;;;;;;;True;False;False;False;;ok;15893.564457612443;15427.633315631181;15427.633315631181;15427.633315631181;50;15427.633315631181;745.2303;465.93114198126204;Evaluated;10.8603;2.223;64;True;1;
10;1;10;5;normal;0;55c4b220f46c;move;;;15;10;;;;;;;;;;True;False;False;False;;ok;16020.716669660544;15427.633315631181;15427.633315631181;15427.633315631181;51;15427.633315631181;761.9257;593.0833540293625;Evaluated;14.4688;2.2261;64;True;2;duplicate_for_same_parent_sequence
10;1;10;;normal;1;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15427.633315631181;15427.633315631181;51;15427.633315631181;761.9268;;IterationSummary;;;;;;
11;1;11;1;normal;1;55c4b220f46c;move;;;8;5;;;;;;;;;;True;False;False;False;;ok;16067.910887833521;15427.633315631181;15427.633315631181;15427.633315631181;52;15427.633315631181;772.4575;640.2775722023398;Evaluated;8.2916;2.229;64;True;1;
11;1;11;2;normal;1;55c4b220f46c;swap;18;20;;;;;;;;;;;;True;False;False;False;;ok;16285.220322549303;15427.633315631181;15427.633315631181;15427.633315631181;53;15427.633315631181;783.8749;857.5870069181219;Evaluated;8.9933;2.423;64;True;1;
11;1;11;3;normal;1;55c4b220f46c;reinsert_block;;;;;;;32;36;48;;;;;True;False;False;True;;ok;15892.88294723617;15427.633315631181;15427.633315631181;15427.633315631181;54;15427.633315631181;795.1225;465.2496316049892;Evaluated;9.0216;2.2252;64;True;1;
11;1;11;4;normal;1;55c4b220f46c;move;;;50;48;;;;;;;;;;True;False;False;False;;ok;15893.564457612443;15427.633315631181;15427.633315631181;15427.633315631181;55;15427.633315631181;806.0765;465.93114198126204;Evaluated;8.7245;2.2287;64;True;1;
11;1;11;5;normal;1;55c4b220f46c;move;;;30;15;;;;;;;;;;True;False;False;True;;ok;16378.086119537016;15427.633315631181;15427.633315631181;15427.633315631181;56;15427.633315631181;817.4062;950.452803905835;Evaluated;8.8999;2.4291;64;True;1;
11;1;11;;normal;2;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15427.633315631181;15427.633315631181;56;15427.633315631181;817.4068;;IterationSummary;;;;;;
12;1;12;1;normal;2;55c4b220f46c;move;;;5;10;;;;;;;;;;True;False;False;False;;ok;16729.329320508677;15427.633315631181;15427.633315631181;15427.633315631181;57;15427.633315631181;829.6207;1301.6960048774963;Evaluated;9.7803;2.4254;64;True;1;
12;1;12;2;normal;2;55c4b220f46c;swap;20;21;;;;;;;;;;;;True;False;False;False;;ok;16839.51833068717;15427.633315631181;15427.633315631181;15427.633315631181;58;15427.633315631181;845.0408;1411.8850150559883;Evaluated;12.9965;2.4229;64;True;1;
12;1;12;3;normal;2;55c4b220f46c;reinsert_block;;;;;;;36;40;15;;;;;True;False;False;True;;ok;16187.099792696186;15427.633315631181;15427.633315631181;15427.633315631181;59;15427.633315631181;865.0296;759.4664770650052;Evaluated;17.562;2.4261;64;True;2;duplicate_for_same_parent_sequence
12;1;12;4;normal;2;55c4b220f46c;move;;;38;42;;;;;;;;;;True;False;False;False;;ok;15518.4159061574;15427.633315631181;15427.633315631181;15427.633315631181;60;15427.633315631181;883.7576;90.78259052621797;Evaluated;16.5005;2.2268;64;True;2;duplicate_for_same_parent_sequence
12;1;12;5;normal;2;55c4b220f46c;move;;;40;50;;;;;;;;;;True;False;False;True;;ok;15890.294623898586;15427.633315631181;15427.633315631181;15427.633315631181;61;15427.633315631181;899.705;462.6613082674048;Evaluated;13.7161;2.2303;64;True;1;
12;1;12;;normal;3;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15427.633315631181;15427.633315631181;61;15427.633315631181;899.7059;;IterationSummary;;;;;;
13;1;13;1;diversification;3;55c4b220f46c;move;;;8;0;;;;;;;;;;True;False;False;False;;ok;17432.126530992202;15427.633315631181;15427.633315631181;15427.633315631181;62;15427.633315631181;917.9453;2004.4932153610207;Evaluated;15.8042;2.428;64;True;1;
13;1;13;2;diversification;3;55c4b220f46c;reinsert_block;;;;;;;25;31;40;;;;;True;False;False;True;;ok;15558.49248568264;15427.633315631181;15427.633315631181;15427.633315631181;63;15427.633315631181;934.3041;130.85917005145893;Evaluated;14.1345;2.2236;64;True;1;
13;1;13;3;diversification;3;55c4b220f46c;swap;32;40;;;;;;;;;;;;True;False;False;False;;ok;15427.633315631181;15427.633315631181;15427.633315631181;15427.633315631181;64;15427.633315631181;950.3114;0.0;Evaluated;13.7803;2.2246;64;True;1;
13;1;13;4;diversification;3;55c4b220f46c;move;;;50;30;;;;;;;;;;True;False;False;True;;ok;16354.313568018993;15427.633315631181;15427.633315631181;15427.633315631181;65;15427.633315631181;966.5523;926.6802523878123;Evaluated;13.8122;2.428;64;True;1;
13;1;13;5;diversification;3;55c4b220f46c;swap;2;3;;;;;;;;;;;;True;False;False;False;;ok;16161.220403308422;15427.633315631181;15427.633315631181;15427.633315631181;66;15427.633315631181;982.9185;733.5870876772406;Evaluated;13.9301;2.4334;64;True;2;duplicate_for_same_parent_sequence
13;1;13;6;diversification;3;55c4b220f46c;move;;;50;32;;;;;;;;;;True;False;False;True;;ok;16350.236473214487;15427.633315631181;15427.633315631181;15427.633315631181;67;15427.633315631181;995.8492;922.6031575833058;Evaluated;10.4998;2.4292;64;True;1;
13;1;13;7;diversification;3;55c4b220f46c;move;;;25;10;;;;;;;;;;True;False;False;True;;ok;17196.586073979695;15427.633315631181;15427.633315631181;15427.633315631181;68;15427.633315631181;1012.5498;1768.9527583485142;Evaluated;14.2693;2.4283;64;True;1;
13;1;13;8;diversification;3;55c4b220f46c;move;;;8;12;;;;;;;;;;True;False;False;False;;ok;16903.161292063232;15427.633315631181;15427.633315631181;15427.633315631181;69;15427.633315631181;1023.5805;1475.5279764320512;Evaluated;8.5995;2.4278;64;True;1;
13;1;13;9;diversification;3;55c4b220f46c;move;;;25;30;;;;;;;;;;True;False;False;False;;ok;16384.772575081595;15427.633315631181;15427.633315631181;15427.633315631181;70;15427.633315631181;1038.7686;957.1392594504141;Evaluated;12.7549;2.4325;64;True;1;
13;1;13;10;diversification;3;55c4b220f46c;move;;;45;30;;;;;;;;;;True;False;False;True;;ok;15618.90608551093;15427.633315631181;15427.633315631181;15427.633315631181;71;15427.633315631181;1053.8587;191.272769879748;Evaluated;12.8584;2.2287;64;True;1;
13;1;13;;diversification;4;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15427.633315631181;15427.633315631181;71;15427.633315631181;1053.8595;;IterationSummary;;;;;;
14;1;14;1;diversification;4;55c4b220f46c;move;;;45;20;;;;;;;;;;True;False;False;True;;ok;15927.522568835617;15427.633315631181;15427.633315631181;15427.633315631181;72;15427.633315631181;1070.1156;499.8892532044356;Evaluated;14.0268;2.2223;64;True;1;
14;1;14;2;diversification;4;55c4b220f46c;reinsert_block;;;;;;;18;23;5;;;;;True;False;False;True;;ok;16711.141687304807;15427.633315631181;15427.633315631181;15427.633315631181;73;15427.633315631181;1088.5153;1283.5083716736262;Evaluated;15.9686;2.4298;64;True;1;
14;1;14;3;diversification;4;55c4b220f46c;swap;35;42;;;;;;;;;;;;True;False;False;False;;ok;15427.633315631181;15427.633315631181;15427.633315631181;15427.633315631181;74;15427.633315631181;1106.4277;0.0;Evaluated;15.6749;2.2345;64;True;1;
14;1;14;4;diversification;4;55c4b220f46c;move;;;48;30;;;;;;;;;;True;False;False;True;;ok;16261.700340272879;15427.633315631181;15427.633315631181;15427.633315631181;75;15427.633315631181;1123.4891;834.0670246416976;Evaluated;14.6278;2.4309;64;True;1;
14;1;14;5;diversification;4;55c4b220f46c;move;;;31;40;;;;;;;;;;True;False;False;False;;ok;15881.945500084918;15427.633315631181;15427.633315631181;15427.633315631181;76;15427.633315631181;1141.1287;454.31218445373634;Evaluated;15.4059;2.2301;64;True;2;duplicate_for_same_parent_sequence
14;1;14;6;diversification;4;55c4b220f46c;move;;;50;12;;;;;;;;;;True;False;False;True;;ok;17661.395225763386;15427.633315631181;15427.633315631181;15427.633315631181;77;15427.633315631181;1155.6966;2233.7619101322052;Evaluated;12.1355;2.4294;64;True;1;
14;1;14;7;diversification;4;55c4b220f46c;move;;;50;10;;;;;;;;;;True;False;False;True;;ok;17656.66818674631;15427.633315631181;15427.633315631181;15427.633315631181;78;15427.633315631181;1169.9497;2229.0348711151273;Evaluated;11.8174;2.4351;64;True;1;
14;1;14;8;diversification;4;55c4b220f46c;move;;;20;35;;;;;;;;;;True;False;False;True;;ok;15894.968094171465;15427.633315631181;15427.633315631181;15427.633315631181;79;15427.633315631181;1184.0648;467.3347785402839;Evaluated;11.8823;2.2322;64;True;1;
14;1;14;9;diversification;4;55c4b220f46c;move;;;20;45;;;;;;;;;;True;False;False;True;;ok;16593.535185920457;15427.633315631181;15427.633315631181;15427.633315631181;80;15427.633315631181;1201.4399;1165.9018702892754;Evaluated;14.9428;2.4297;64;True;1;
14;1;14;10;diversification;4;55c4b220f46c;move;;;50;42;;;;;;;;;;True;False;False;False;;ok;15644.235760690157;15427.633315631181;15427.633315631181;15427.633315631181;81;15427.633315631181;1220.7764;216.60244505897572;Evaluated;17.1052;2.2285;64;True;1;
14;1;14;;diversification;5;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15427.633315631181;15427.633315631181;81;15427.633315631181;1220.7796;;IterationSummary;;;;;;
15;1;15;1;diversification;5;55c4b220f46c;move;;;20;5;;;;;;;;;;True;False;False;True;;ok;17001.866077296912;15427.633315631181;15427.633315631181;15427.633315631181;82;15427.633315631181;1242.8641;1574.2327616657312;Evaluated;19.6473;2.4284;64;True;1;
15;1;15;2;diversification;5;55c4b220f46c;reinsert_block;;;;;;;20;25;10;;;;;True;False;False;True;;ok;16748.853010916995;15427.633315631181;15427.633315631181;15427.633315631181;83;15427.633315631181;1260.1904;1321.219695285814;Evaluated;14.8931;2.4301;64;True;1;
15;1;15;3;diversification;5;55c4b220f46c;swap;35;40;;;;;;;;;;;;True;False;False;False;;ok;15887.351160351654;15427.633315631181;15427.633315631181;15427.633315631181;84;15427.633315631181;1275.2973;459.7178447204733;Evaluated;12.8756;2.2285;64;True;1;
15;1;15;4;diversification;5;55c4b220f46c;move;;;49;3;;;;;;;;;;True;False;False;True;;ok;16710.41280287013;15427.633315631181;15427.633315631181;15427.633315631181;85;15427.633315631181;1298.5846;1282.7794872389495;Evaluated;20.8541;2.4303;64;True;2;duplicate_for_same_parent_sequence
15;1;15;5;diversification;5;55c4b220f46c;move;;;30;45;;;;;;;;;;True;False;False;True;;ok;16422.480199271336;15427.633315631181;15427.633315631181;15427.633315631181;86;15427.633315631181;1313.8571;994.8468836401553;Evaluated;12.8372;2.4325;64;True;1;
15;1;15;6;diversification;5;55c4b220f46c;move;;;18;4;;;;;;;;;;True;False;False;True;;ok;17079.896725504263;15427.633315631181;15427.633315631181;15427.633315631181;87;15427.633315631181;1337.2967;1652.2634098730814;Evaluated;21.0085;2.4277;64;True;3;duplicate_for_same_parent_sequence
15;1;15;7;diversification;5;55c4b220f46c;move;;;40;15;;;;;;;;;;True;False;False;True;;ok;15603.021114889887;15427.633315631181;15427.633315631181;15427.633315631181;88;15427.633315631181;1353.1462;175.38779925870585;Evaluated;13.6211;2.2254;64;True;1;
15;1;15;8;diversification;5;55c4b220f46c;swap;8;9;;;;;;;;;;;;True;False;False;False;;ok;16476.59829806802;15427.633315631181;15427.633315631181;15427.633315631181;89;15427.633315631181;1372.9319;1048.964982436839;Evaluated;17.3519;2.4311;64;True;2;duplicate_for_same_parent_sequence
