iteration;restart_id;iteration_in_restart;candidate_in_iteration;search_mode;no_improvement_count_before_iteration;parent_sequence_signature;action;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;valid;duplicate_for_same_parent_sequence;recently_rejected_for_same_parent_sequence;diversification_compatible;parse_error;validation_message;resulting_makespan;best_makespan_before;best_makespan_after;global_best_makespan_after;completed_simulations;actual_global_best_makespan;elapsed_optimization_time_sec;delta_vs_best_before;status;llm_time_sec;simulation_time_sec;exited_parts;completion_valid;llm_attempts;retry_reason
1;1;1;1;normal;0;0f63cf6f404e;move;;;10;5;;;;;;;;;;True;False;False;False;;ok;15621.654598931518;16630.57522948563;16630.57522948563;16630.57522948563;2;16630.57522948563;15.7466;-1008.9206305541102;Evaluated;13.506;2.2308;64;True;1;
1;1;1;2;normal;0;0f63cf6f404e;swap;17;32;;;;;;;;;;;;True;False;False;True;;ok;16805.530204082796;16630.57522948563;16630.57522948563;16630.57522948563;3;16630.57522948563;22.9672;174.95497459716717;Evaluated;4.7806;2.4365;64;True;1;
1;1;1;3;normal;0;0f63cf6f404e;reinsert_block;;;;;;;32;40;48;;;;;True;False;False;True;;ok;16633.0922901312;16630.57522948563;16630.57522948563;16630.57522948563;4;16630.57522948563;30.4844;2.517060645572201;Evaluated;5.0773;2.4371;64;True;1;
1;1;1;4;normal;0;0f63cf6f404e;move;;;50;48;;;;;;;;;;True;False;False;False;;ok;16173.884877771556;16630.57522948563;16630.57522948563;16630.57522948563;5;16630.57522948563;37.7474;-456.6903517140727;Evaluated;4.8317;2.4301;64;True;1;
1;1;1;5;normal;0;0f63cf6f404e;move;;;10;20;;;;;;;;;;True;False;False;True;;ok;17542.23681301615;16630.57522948563;16630.57522948563;16630.57522948563;6;16630.57522948563;44.7445;911.6615835305201;Evaluated;4.5685;2.4256;64;True;1;
1;1;1;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15621.654598931518;15621.654598931518;6;15621.654598931518;44.7546;;IterationSummary;;;;;;
2;1;2;1;normal;0;457c4bc75f95;move;;;8;12;;;;;;;;;;True;False;False;False;;ok;15622.940222329957;15621.654598931518;15621.654598931518;15621.654598931518;7;15621.654598931518;52.3253;1.2856233984384744;Evaluated;5.331;2.2313;64;True;1;
2;1;2;2;normal;0;457c4bc75f95;swap;20;25;;;;;;;;;;;;True;False;False;False;;ok;17724.428182261432;15621.654598931518;15621.654598931518;15621.654598931518;8;15621.654598931518;59.8922;2102.773583329914;Evaluated;5.1281;2.4357;64;True;1;
2;1;2;3;normal;0;457c4bc75f95;reinsert_block;;;;;;;35;40;28;;;;;True;False;False;False;;ok;16717.122090524463;15621.654598931518;15621.654598931518;15621.654598931518;9;15621.654598931518;67.8945;1095.4674915929445;Evaluated;5.5696;2.4297;64;True;1;
2;1;2;4;normal;0;457c4bc75f95;move;;;50;48;;;;;;;;;;True;False;False;False;;ok;15635.256948119119;15621.654598931518;15621.654598931518;15621.654598931518;10;15621.654598931518;75.4756;13.602349187600339;Evaluated;5.3502;2.2281;64;True;1;
2;1;2;5;normal;0;457c4bc75f95;move;;;20;5;;;;;;;;;;True;False;False;True;;ok;18088.11874933381;15621.654598931518;15621.654598931518;15621.654598931518;11;15621.654598931518;82.9541;2466.464150402293;Evaluated;5.0435;2.4324;64;True;1;
