iteration;restart_id;iteration_in_restart;candidate_in_iteration;search_mode;no_improvement_count_before_iteration;parent_sequence_signature;action;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;valid;duplicate_for_same_parent_sequence;recently_rejected_for_same_parent_sequence;diversification_compatible;parse_error;validation_message;resulting_makespan;best_makespan_before;best_makespan_after;global_best_makespan_after;completed_simulations;actual_global_best_makespan;elapsed_optimization_time_sec;delta_vs_best_before;status;llm_time_sec;simulation_time_sec;exited_parts;completion_valid;llm_attempts;retry_reason
1;1;1;1;normal;0;0f63cf6f404e;move;;;12;3;;;;;;;;;;True;False;False;False;;ok;18045.167909780535;16630.57522948563;16630.57522948563;16630.57522948563;2;16630.57522948563;17.4647;1414.592680294907;Evaluated;15.018;2.4379;64;True;1;
1;1;1;2;normal;0;0f63cf6f404e;swap;18;20;;;;;;;;;;;;True;False;False;False;;ok;17396.195909480055;16630.57522948563;16630.57522948563;16630.57522948563;3;16630.57522948563;24.727;765.6206799944266;Evaluated;4.8337;2.4256;64;True;1;
1;1;1;3;normal;0;0f63cf6f404e;reinsert_block;;;;;;;32;40;16;;;;;True;False;False;True;;ok;16292.549924556863;16630.57522948563;16630.57522948563;16630.57522948563;4;16630.57522948563;32.2146;-338.02530492876576;Evaluated;5.0498;2.435;64;True;1;
1;1;1;4;normal;0;0f63cf6f404e;move;;;50;49;;;;;;;;;;True;False;False;False;;ok;16173.884877771556;16630.57522948563;16630.57522948563;16630.57522948563;5;16630.57522948563;39.485;-456.6903517140727;Evaluated;4.8409;2.427;64;True;1;
1;1;1;5;normal;0;0f63cf6f404e;move;;;2;4;;;;;;;;;;True;False;False;False;;ok;18506.244707833805;16630.57522948563;16630.57522948563;16630.57522948563;6;16630.57522948563;46.7853;1875.6694783481762;Evaluated;4.6707;2.6268;64;True;1;
1;1;1;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;16173.884877771556;16173.884877771556;6;16173.884877771556;46.7921;;IterationSummary;;;;;;
2;1;2;1;normal;0;04f0b4e57a49;move;;;10;5;;;;;;;;;;True;False;False;False;;ok;15625.01498102131;16173.884877771556;16173.884877771556;16173.884877771556;7;16173.884877771556;54.5147;-548.869896750246;Evaluated;5.4913;2.2228;64;True;1;
2;1;2;2;normal;0;04f0b4e57a49;swap;17;25;;;;;;;;;;;;True;False;False;False;;ok;16173.884877771556;16173.884877771556;16173.884877771556;16173.884877771556;8;16173.884877771556;62.1557;0.0;Evaluated;5.2113;2.4267;64;True;1;
2;1;2;3;normal;0;04f0b4e57a49;reinsert_block;;;;;;;35;40;20;;;;;True;False;False;True;;ok;16892.365939336156;16173.884877771556;16173.884877771556;16173.884877771556;9;16173.884877771556;70.0649;718.4810615646002;Evaluated;5.4825;2.4259;64;True;1;
2;1;2;4;normal;0;04f0b4e57a49;move;;;51;48;;;;;;;;;;True;False;False;False;;ok;16616.5433177999;16173.884877771556;16173.884877771556;16173.884877771556;10;16173.884877771556;77.5906;442.65844002834456;Evaluated;5.0957;2.4264;64;True;1;
2;1;2;5;normal;0;04f0b4e57a49;move;;;25;10;;;;;;;;;;True;False;False;True;;ok;16756.8687252702;16173.884877771556;16173.884877771556;16173.884877771556;11;16173.884877771556;85.1373;582.9838474986445;Evaluated;5.1144;2.4296;64;True;1;
2;1;2;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15625.01498102131;15625.01498102131;11;15625.01498102131;85.1481;;IterationSummary;;;;;;
3;1;3;1;normal;0;86ce0f8c8dd1;move;;;10;5;;;;;;;;;;True;False;False;False;;ok;17745.69927294758;15625.01498102131;15625.01498102131;15625.01498102131;12;15625.01498102131;94.3141;2120.684291926269;Evaluated;6.733;2.425;64;True;1;
3;1;3;2;normal;0;86ce0f8c8dd1;swap;18;20;;;;;;;;;;;;True;False;False;False;;ok;16824.174878087833;15625.01498102131;15625.01498102131;15625.01498102131;13;15625.01498102131;101.8835;1199.1598970665236;Evaluated;5.1439;2.425;64;True;1;
3;1;3;3;normal;0;86ce0f8c8dd1;reinsert_block;;;;;;;35;40;25;;;;;True;False;False;True;;ok;15982.308982415176;15625.01498102131;15625.01498102131;15625.01498102131;14;15625.01498102131;109.7553;357.294001393866;Evaluated;5.6429;2.2282;64;True;1;
3;1;3;4;normal;0;86ce0f8c8dd1;move;;;50;49;;;;;;;;;;True;False;False;False;;ok;15621.654598931518;15625.01498102131;15625.01498102131;15625.01498102131;15;15625.01498102131;117.1344;-3.3603820897915284;Evaluated;5.1519;2.2244;64;True;1;
3;1;3;5;normal;0;86ce0f8c8dd1;move;;;25;10;;;;;;;;;;True;False;False;True;;ok;17277.085029270194;15625.01498102131;15625.01498102131;15625.01498102131;16;15625.01498102131;124.7158;1652.0700482488846;Evaluated;5.1517;2.4268;64;True;1;
3;1;3;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15621.654598931518;15621.654598931518;16;15621.654598931518;124.7226;;IterationSummary;;;;;;
4;1;4;1;normal;0;457c4bc75f95;move;;;10;5;;;;;;;;;;True;False;False;False;;ok;18199.88513772502;15621.654598931518;15621.654598931518;15621.654598931518;17;15621.654598931518;132.79;2578.230538793503;Evaluated;5.4297;2.628;64;True;1;
4;1;4;2;normal;0;457c4bc75f95;swap;17;25;;;;;;;;;;;;True;False;False;False;;ok;15621.654598931518;15621.654598931518;15621.654598931518;15621.654598931518;18;15621.654598931518;139.9976;0.0;Evaluated;4.9743;2.23;64;True;1;
4;1;4;3;normal;0;457c4bc75f95;reinsert_block;;;;;;;35;40;28;;;;;True;False;False;False;;ok;16717.122090524463;15621.654598931518;15621.654598931518;15621.654598931518;19;15621.654598931518;147.8845;1095.4674915929445;Evaluated;5.4625;2.4238;64;True;1;
4;1;4;4;normal;0;457c4bc75f95;move;;;50;48;;;;;;;;;;True;False;False;False;;ok;15635.256948119119;15621.654598931518;15621.654598931518;15621.654598931518;20;15621.654598931518;156.3304;13.602349187600339;Evaluated;6.2203;2.2229;64;True;1;
4;1;4;5;normal;0;457c4bc75f95;move;;;25;10;;;;;;;;;;True;False;False;True;;ok;17734.824505912027;15621.654598931518;15621.654598931518;15621.654598931518;21;15621.654598931518;163.91;2113.169906980509;Evaluated;5.153;2.426;64;True;1;
4;1;4;;normal;1;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15621.654598931518;15621.654598931518;21;15621.654598931518;163.9131;;IterationSummary;;;;;;
5;1;5;1;normal;1;457c4bc75f95;move;;;5;2;;;;;;;;;;True;False;False;False;;ok;18258.64463936586;15621.654598931518;15621.654598931518;15621.654598931518;22;15621.654598931518;172.1007;2636.9900404343407;Evaluated;5.5529;2.6256;64;True;1;
5;1;5;2;normal;1;457c4bc75f95;swap;18;20;;;;;;;;;;;;True;False;False;False;;ok;17278.4990275769;15621.654598931518;15621.654598931518;15621.654598931518;23;15621.654598931518;179.7448;1656.8444286453832;Evaluated;5.2145;2.4276;64;True;1;
5;1;5;3;normal;1;457c4bc75f95;reinsert_block;;;;;;;34;38;29;;;;;True;False;False;False;;ok;16449.682668221023;15621.654598931518;15621.654598931518;15621.654598931518;24;15621.654598931518;187.6539;828.0280692895049;Evaluated;5.4843;2.4224;64;True;1;
5;1;5;4;normal;1;457c4bc75f95;move;;;48;50;;;;;;;;;;True;False;False;False;;ok;15624.772278893719;15621.654598931518;15621.654598931518;15621.654598931518;25;15621.654598931518;194.9216;3.117679962200782;Evaluated;5.0434;2.2236;64;True;1;
5;1;5;5;normal;1;457c4bc75f95;move;;;50;47;;;;;;;;;;True;False;False;False;;ok;15626.130230567811;15621.654598931518;15621.654598931518;15621.654598931518;26;15621.654598931518;202.3197;4.475631636292746;Evaluated;5.1684;2.2271;64;True;1;
5;1;5;;normal;2;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15621.654598931518;15621.654598931518;26;15621.654598931518;202.321;;IterationSummary;;;;;;
6;1;6;1;normal;2;457c4bc75f95;move;;;7;3;;;;;;;;;;True;False;False;False;;ok;17908.98146210957;15621.654598931518;15621.654598931518;15621.654598931518;27;15621.654598931518;210.3331;2287.32686317805;Evaluated;5.5803;2.422;64;True;1;
6;1;6;2;normal;2;457c4bc75f95;swap;18;30;;;;;;;;;;;;True;False;False;True;;ok;17601.078601541434;15621.654598931518;15621.654598931518;15621.654598931518;28;15621.654598931518;221.157;1979.424002609916;Evaluated;8.3907;2.4308;64;True;2;duplicate_for_same_parent_sequence
6;1;6;3;normal;2;457c4bc75f95;move;;;19;6;;;;;;;;;;True;False;False;True;;ok;17783.739583696904;15621.654598931518;15621.654598931518;15621.654598931518;29;15621.654598931518;232.5509;2162.0849847653863;Evaluated;8.9562;2.4347;64;True;2;duplicate_for_same_parent_sequence
6;1;6;4;normal;2;457c4bc75f95;move;;;52;49;;;;;;;;;;True;False;False;False;;ok;15409.25650504325;15621.654598931518;15621.654598931518;15621.654598931518;30;15621.654598931518;243.5701;-212.3980938882687;Evaluated;8.7853;2.2312;64;True;2;duplicate_for_same_parent_sequence
6;1;6;5;normal;2;457c4bc75f95;move;;;30;15;;;;;;;;;;True;False;False;True;;ok;18529.284784589985;15621.654598931518;15621.654598931518;15621.654598931518;31;15621.654598931518;254.962;2907.630185658467;Evaluated;8.7659;2.6252;64;True;2;duplicate_for_same_parent_sequence
6;1;6;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15409.25650504325;15409.25650504325;31;15409.25650504325;254.9786;;IterationSummary;;;;;;
7;1;7;1;normal;0;5981c766b515;move;;;7;3;;;;;;;;;;True;False;False;False;;ok;17877.141285875816;15409.25650504325;15409.25650504325;15409.25650504325;32;15409.25650504325;262.7278;2467.8847808325663;Evaluated;5.322;2.422;64;True;1;
7;1;7;2;normal;0;5981c766b515;swap;18;20;;;;;;;;;;;;True;False;False;False;;ok;17246.943094448558;15409.25650504325;15409.25650504325;15409.25650504325;33;15409.25650504325;270.4713;1837.686589405308;Evaluated;5.3091;2.4319;64;True;1;
7;1;7;3;normal;0;5981c766b515;reinsert_block;;;;;;;32;37;16;;;;;True;False;False;True;;ok;17080.75585413319;15409.25650504325;15409.25650504325;15409.25650504325;34;15409.25650504325;278.4335;1671.4993490899396;Evaluated;5.5311;2.4292;64;True;1;
7;1;7;4;normal;0;5981c766b515;move;;;52;48;;;;;;;;;;True;False;False;False;;ok;15528.24534178117;15409.25650504325;15409.25650504325;15409.25650504325;35;15409.25650504325;285.8649;118.98883673792079;Evaluated;5.2024;2.2261;64;True;1;
7;1;7;5;normal;0;5981c766b515;move;;;52;47;;;;;;;;;;True;False;False;False;;ok;15528.196312634962;15409.25650504325;15409.25650504325;15409.25650504325;36;15409.25650504325;293.2696;118.93980759171245;Evaluated;5.1793;2.2226;64;True;1;
7;1;7;;normal;1;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15409.25650504325;15409.25650504325;36;15409.25650504325;293.2729;;IterationSummary;;;;;;
8;1;8;1;normal;1;5981c766b515;move;;;10;5;;;;;;;;;;True;False;False;False;;ok;18167.986431197474;15409.25650504325;15409.25650504325;15409.25650504325;37;15409.25650504325;304.6757;2758.729926154225;Evaluated;8.7613;2.6258;64;True;2;duplicate_for_same_parent_sequence
8;1;8;2;normal;1;5981c766b515;swap;17;25;;;;;;;;;;;;True;False;False;False;;ok;15409.25650504325;15409.25650504325;15409.25650504325;15409.25650504325;38;15409.25650504325;312.1233;0.0;Evaluated;5.2093;2.2351;64;True;1;
8;1;8;3;normal;1;5981c766b515;reinsert_block;;;;;;;35;41;20;;;;;True;False;False;True;;ok;16911.638438680588;15409.25650504325;15409.25650504325;15409.25650504325;39;15409.25650504325;320.0368;1502.381933637338;Evaluated;5.4789;2.4315;64;True;1;
8;1;8;4;normal;1;5981c766b515;move;;;50;46;;;;;;;;;;True;False;False;False;;ok;15580.826585332894;15409.25650504325;15409.25650504325;15409.25650504325;40;15409.25650504325;327.5196;171.57008028964447;Evaluated;5.2545;2.2275;64;True;1;
8;1;8;5;normal;1;5981c766b515;move;;;52;49;;;;;;;;;;True;False;False;False;;ok;15529.23471503966;15409.25650504325;15409.25650504325;15409.25650504325;41;15409.25650504325;334.8991;119.97820999641044;Evaluated;5.1499;2.2272;64;True;1;
8;1;8;;normal;2;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15409.25650504325;15409.25650504325;41;15409.25650504325;334.9018;;IterationSummary;;;;;;
9;1;9;1;normal;2;5981c766b515;move;;;3;7;;;;;;;;;;True;False;False;False;;ok;18087.7989891215;15409.25650504325;15409.25650504325;15409.25650504325;42;15409.25650504325;343.0997;2678.5424840782507;Evaluated;5.559;2.6235;64;True;1;
9;1;9;2;normal;2;5981c766b515;move;;;35;19;;;;;;;;;;True;False;False;True;;ok;17313.35554884436;15409.25650504325;15409.25650504325;15409.25650504325;43;15409.25650504325;354.3357;1904.0990438011104;Evaluated;8.8093;2.4253;64;True;2;duplicate_for_same_parent_sequence
9;1;9;3;normal;2;5981c766b515;move;;;40;35;;;;;;;;;;True;False;False;False;;ok;15405.892078205612;15409.25650504325;15409.25650504325;15409.25650504325;44;15409.25650504325;365.4425;-3.3644268376374384;Evaluated;8.8767;2.2275;64;True;2;duplicate_for_same_parent_sequence
9;1;9;4;normal;2;5981c766b515;move;;;48;52;;;;;;;;;;True;False;False;False;;ok;15669.853430336683;15409.25650504325;15409.25650504325;15409.25650504325;45;15409.25650504325;379.9226;260.59692529343374;Evaluated;12.2469;2.2306;64;True;3;duplicate_for_same_parent_sequence
9;1;9;5;normal;2;5981c766b515;swap;3;4;;;;;;;;;;;;True;False;False;False;;ok;17666.27503945823;15409.25650504325;15409.25650504325;15409.25650504325;46;15409.25650504325;390.6181;2257.0185344149795;Evaluated;8.2656;2.4292;64;True;2;duplicate_for_same_parent_sequence
9;1;9;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15405.892078205612;15405.892078205612;46;15405.892078205612;390.6376;;IterationSummary;;;;;;
10;1;10;1;normal;0;c68e1097e8c9;move;;;10;5;;;;;;;;;;True;False;False;False;;ok;17706.33319490648;15405.892078205612;15405.892078205612;15405.892078205612;47;15405.892078205612;399.3426;2300.4411167008693;Evaluated;6.2681;2.4312;64;True;1;
10;1;10;2;normal;0;c68e1097e8c9;swap;18;25;;;;;;;;;;;;True;False;False;False;;ok;16852.806898778734;15405.892078205612;15405.892078205612;15405.892078205612;48;15405.892078205612;406.9289;1446.9148205731217;Evaluated;5.1609;2.4246;64;True;1;
10;1;10;3;normal;0;c68e1097e8c9;reinsert_block;;;;;;;35;41;20;;;;;True;False;False;True;;ok;16709.365729244077;15405.892078205612;15405.892078205612;15405.892078205612;49;15405.892078205612;414.7974;1303.4736510384646;Evaluated;5.435;2.4296;64;True;1;
10;1;10;4;normal;0;c68e1097e8c9;move;;;48;50;;;;;;;;;;True;False;False;False;;ok;15696.777207707453;15405.892078205612;15405.892078205612;15405.892078205612;50;15405.892078205612;422.2595;290.8851295018412;Evaluated;5.2321;2.2274;64;True;1;
10;1;10;5;normal;0;c68e1097e8c9;move;;;15;20;;;;;;;;;;True;False;False;False;;ok;15406.642544566217;15405.892078205612;15405.892078205612;15405.892078205612;51;15405.892078205612;429.631;0.7504663606050599;Evaluated;5.1385;2.2294;64;True;1;
10;1;10;;normal;1;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15405.892078205612;15405.892078205612;51;15405.892078205612;429.6342;;IterationSummary;;;;;;
11;1;11;1;normal;1;c68e1097e8c9;move;;;5;10;;;;;;;;;;True;False;False;False;;ok;16130.218091165701;15405.892078205612;15405.892078205612;15405.892078205612;52;15405.892078205612;437.7655;724.3260129600894;Evaluated;5.6905;2.4246;64;True;1;
11;1;11;2;normal;1;c68e1097e8c9;swap;17;25;;;;;;;;;;;;True;False;False;False;;ok;15405.892078205612;15405.892078205612;15405.892078205612;15405.892078205612;53;15405.892078205612;445.2369;0.0;Evaluated;5.2505;2.2202;64;True;1;
