iteration;restart_id;iteration_in_restart;candidate_in_iteration;search_mode;no_improvement_count_before_iteration;parent_sequence_signature;action;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;valid;duplicate_for_same_parent_sequence;recently_rejected_for_same_parent_sequence;diversification_compatible;parse_error;validation_message;resulting_makespan;best_makespan_before;best_makespan_after;global_best_makespan_after;completed_simulations;actual_global_best_makespan;elapsed_optimization_time_sec;delta_vs_best_before;status;llm_time_sec;simulation_time_sec;exited_parts;completion_valid;llm_attempts;retry_reason
1;1;1;1;normal;0;0f63cf6f404e;move;;;8;4;;;;;;;;;;True;False;False;False;;ok;17908.108372795155;16641.404845676683;16641.404845676683;16641.404845676683;2;16641.404845676683;7.5158;1266.7035271184723;Evaluated;5.0595;2.4497;64;True;1;
1;1;1;2;normal;0;0f63cf6f404e;swap;17;32;;;;;;;;;;;;True;False;False;True;;ok;16816.407618720128;16641.404845676683;16641.404845676683;16641.404845676683;3;16641.404845676683;14.7476;175.0027730434449;Evaluated;4.7734;2.4543;64;True;1;
1;1;1;3;normal;0;0f63cf6f404e;reinsert_block;;;;;;;32;40;50;;;;;True;False;False;True;;ok;16555.06471993608;16641.404845676683;16641.404845676683;16641.404845676683;4;16641.404845676683;22.4597;-86.34012574060398;Evaluated;5.209;2.5002;64;True;1;
1;1;1;4;normal;0;0f63cf6f404e;move;;;50;48;;;;;;;;;;True;False;False;False;;ok;16187.814598926165;16641.404845676683;16641.404845676683;16641.404845676683;5;16641.404845676683;29.7025;-453.5902467505184;Evaluated;4.8112;2.4284;64;True;1;
1;1;1;5;normal;0;0f63cf6f404e;move;;;15;20;;;;;;;;;;True;False;False;False;;ok;17568.194183114218;16641.404845676683;16641.404845676683;16641.404845676683;6;16641.404845676683;36.9931;926.7893374375344;Evaluated;4.7686;2.5196;64;True;1;
1;1;1;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;16187.814598926165;16187.814598926165;6;16187.814598926165;37.0115;;IterationSummary;;;;;;
2;1;2;1;normal;0;660e1a9970ee;move;;;15;20;;;;;;;;;;True;False;False;False;;ok;17114.854298051112;16187.814598926165;16187.814598926165;16187.814598926165;7;16187.814598926165;44.8857;927.0396991249472;Evaluated;5.4004;2.4653;64;True;1;
2;1;2;2;normal;0;660e1a9970ee;swap;18;20;;;;;;;;;;;;True;False;False;False;;ok;16937.97713253219;16187.814598926165;16187.814598926165;16187.814598926165;8;16187.814598926165;52.4522;750.1625336060242;Evaluated;5.1139;2.4492;64;True;1;
2;1;2;3;normal;0;660e1a9970ee;reinsert_block;;;;;;;35;40;28;;;;;True;False;False;False;;ok;16372.541136621638;16187.814598926165;16187.814598926165;16187.814598926165;9;16187.814598926165;60.3422;184.72653769547287;Evaluated;5.5975;2.2897;64;True;1;
2;1;2;4;normal;0;660e1a9970ee;move;;;52;48;;;;;;;;;;True;False;False;False;;ok;16452.953041815286;16187.814598926165;16187.814598926165;16187.814598926165;10;16187.814598926165;68.019;265.1384428891215;Evaluated;5.2146;2.4593;64;True;1;
2;1;2;5;normal;0;660e1a9970ee;move;;;25;30;;;;;;;;;;True;False;False;False;;ok;16635.185225874724;16187.814598926165;16187.814598926165;16187.814598926165;11;16187.814598926165;75.6484;447.3706269485592;Evaluated;5.128;2.5007;64;True;1;
2;1;2;;normal;1;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;16187.814598926165;16187.814598926165;11;16187.814598926165;75.6515;;IterationSummary;;;;;;
3;1;3;1;normal;1;660e1a9970ee;move;;;10;5;;;;;;;;;;True;False;False;False;;ok;15636.61505467081;16187.814598926165;16187.814598926165;16187.814598926165;12;16187.814598926165;83.2409;-551.1995442553543;Evaluated;5.3056;2.2679;64;True;1;
3;1;3;2;normal;1;660e1a9970ee;swap;17;32;;;;;;;;;;;;True;False;False;True;;ok;16352.272484275007;16187.814598926165;16187.814598926165;16187.814598926165;13;16187.814598926165;94.4478;164.45788534884196;Evaluated;8.7464;2.4575;64;True;2;duplicate_for_same_parent_sequence
3;1;3;3;normal;1;660e1a9970ee;reinsert_block;;;;;;;38;40;25;;;;;True;False;False;True;;ok;16087.455167658602;16187.814598926165;16187.814598926165;16187.814598926165;14;16187.814598926165;102.1678;-100.3594312675632;Evaluated;5.4335;2.2837;64;True;1;
3;1;3;4;normal;1;660e1a9970ee;move;;;50;47;;;;;;;;;;True;False;False;False;;ok;16195.830357553012;16187.814598926165;16187.814598926165;16187.814598926165;15;16187.814598926165;110.0413;8.015758626846946;Evaluated;5.4219;2.4489;64;True;1;
3;1;3;5;normal;1;660e1a9970ee;move;;;25;15;;;;;;;;;;True;False;False;True;;ok;16693.161663856714;16187.814598926165;16187.814598926165;16187.814598926165;16;16187.814598926165;121.4918;505.3470649305491;Evaluated;8.9461;2.5028;64;True;2;duplicate_for_same_parent_sequence
3;1;3;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15636.61505467081;15636.61505467081;16;15636.61505467081;121.5065;;IterationSummary;;;;;;
4;1;4;1;normal;0;48dc97c613aa;move;;;10;5;;;;;;;;;;True;False;False;False;;ok;17747.448754085726;15636.61505467081;15636.61505467081;15636.61505467081;17;15636.61505467081;129.6064;2110.833699414916;Evaluated;5.595;2.4967;64;True;1;
4;1;4;2;normal;0;48dc97c613aa;swap;18;20;;;;;;;;;;;;True;False;False;False;;ok;16673.220439413184;15636.61505467081;15636.61505467081;15636.61505467081;18;15636.61505467081;137.2504;1036.6053847423736;Evaluated;5.144;2.4994;64;True;1;
4;1;4;3;normal;0;48dc97c613aa;reinsert_block;;;;;;;34;37;20;;;;;True;False;False;True;;ok;16598.300513000966;15636.61505467081;15636.61505467081;15636.61505467081;19;15636.61505467081;145.146;961.6854583301556;Evaluated;5.4233;2.4698;64;True;1;
4;1;4;4;normal;0;48dc97c613aa;move;;;50;48;;;;;;;;;;True;False;False;False;;ok;15648.862618316845;15636.61505467081;15636.61505467081;15636.61505467081;20;15636.61505467081;152.601;12.247563646034905;Evaluated;5.1949;2.2569;64;True;1;
4;1;4;5;normal;0;48dc97c613aa;swap;25;30;;;;;;;;;;;;True;False;False;False;;ok;17409.603734380304;15636.61505467081;15636.61505467081;15636.61505467081;21;15636.61505467081;163.9112;1772.9886797094932;Evaluated;8.7698;2.5377;64;True;2;duplicate_for_same_parent_sequence
4;1;4;;normal;1;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15636.61505467081;15636.61505467081;21;15636.61505467081;163.914;;IterationSummary;;;;;;
5;1;5;1;normal;1;48dc97c613aa;move;;;8;12;;;;;;;;;;True;False;False;False;;ok;15643.912890538586;15636.61505467081;15636.61505467081;15636.61505467081;22;15636.61505467081;171.6086;7.297835867775575;Evaluated;5.4276;2.2487;64;True;1;
5;1;5;2;normal;1;48dc97c613aa;swap;20;25;;;;;;;;;;;;True;False;False;False;;ok;17285.649460026885;15636.61505467081;15636.61505467081;15636.61505467081;23;15636.61505467081;179.2665;1649.0344053560748;Evaluated;5.1974;2.4572;64;True;1;
5;1;5;3;normal;1;48dc97c613aa;reinsert_block;;;;;;;35;40;28;;;;;True;False;False;False;;ok;16277.53582685048;15636.61505467081;15636.61505467081;15636.61505467081;24;15636.61505467081;187.4331;640.9207721796702;Evaluated;5.8855;2.2785;64;True;1;
5;1;5;4;normal;1;48dc97c613aa;move;;;50;47;;;;;;;;;;True;False;False;False;;ok;15644.80226431449;15636.61505467081;15636.61505467081;15636.61505467081;25;15636.61505467081;194.9556;8.187209643680035;Evaluated;5.2488;2.2704;64;True;1;
5;1;5;5;normal;1;48dc97c613aa;move;;;18;24;;;;;;;;;;True;False;False;False;;ok;16902.150956884034;15636.61505467081;15636.61505467081;15636.61505467081;26;15636.61505467081;209.4348;1265.5359022132234;Evaluated;11.9847;2.4918;64;True;3;duplicate_for_same_parent_sequence
5;1;5;;normal;2;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15636.61505467081;15636.61505467081;26;15636.61505467081;209.4377;;IterationSummary;;;;;;
6;1;6;1;normal;2;48dc97c613aa;move;;;8;3;;;;;;;;;;True;False;False;False;;ok;17453.55955309866;15636.61505467081;15636.61505467081;15636.61505467081;27;15636.61505467081;220.5408;1816.9444984278507;Evaluated;8.5974;2.4905;64;True;2;duplicate_for_same_parent_sequence
6;1;6;2;normal;2;48dc97c613aa;swap;20;24;;;;;;;;;;;;True;False;False;False;;ok;16836.84220806383;15636.61505467081;15636.61505467081;15636.61505467081;28;15636.61505467081;228.2682;1200.2271533930198;Evaluated;5.2281;2.4968;64;True;1;
6;1;6;3;normal;2;48dc97c613aa;move;;;30;35;;;;;;;;;;True;False;False;False;;ok;15634.788659706075;15636.61505467081;15636.61505467081;15636.61505467081;29;15636.61505467081;239.8104;-1.8263949647353002;Evaluated;9.2609;2.2789;64;True;2;duplicate_for_same_parent_sequence
