iteration;restart_id;iteration_in_restart;candidate_in_iteration;search_mode;no_improvement_count_before_iteration;parent_sequence_signature;action;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;valid;duplicate_for_same_parent_sequence;recently_rejected_for_same_parent_sequence;diversification_compatible;parse_error;validation_message;resulting_makespan;best_makespan_before;best_makespan_after;global_best_makespan_after;completed_simulations;actual_global_best_makespan;elapsed_optimization_time_sec;delta_vs_best_before;status;llm_time_sec;simulation_time_sec;exited_parts;completion_valid;llm_attempts;retry_reason
1;1;1;1;normal;0;0f63cf6f404e;move;;;5;10;;;;;;;;;;True;False;False;False;;ok;17532.182049666284;16641.404845676683;16641.404845676683;16641.404845676683;2;16641.404845676683;17.7522;890.7772039896008;Evaluated;15.3151;2.4301;64;True;1;
1;1;1;2;normal;0;0f63cf6f404e;swap;17;18;;;;;;;;;;;;True;False;False;False;;ok;16641.404845676683;16641.404845676683;16641.404845676683;16641.404845676683;3;16641.404845676683;25.0197;0.0;Evaluated;4.8363;2.429;64;True;1;
1;1;1;3;normal;0;0f63cf6f404e;reinsert_block;;;;;;;32;40;16;;;;;True;False;False;True;;ok;16298.825894167576;16641.404845676683;16641.404845676683;16641.404845676683;4;16641.404845676683;32.6594;-342.57895150910736;Evaluated;5.2081;2.4291;64;True;1;
1;1;1;4;normal;0;0f63cf6f404e;move;;;50;48;;;;;;;;;;True;False;False;False;;ok;16187.814598926165;16641.404845676683;16641.404845676683;16641.404845676683;5;16641.404845676683;39.9531;-453.5902467505184;Evaluated;4.8644;2.4269;64;True;1;
1;1;1;5;normal;0;0f63cf6f404e;move;;;15;30;;;;;;;;;;True;False;False;True;;ok;17547.743193718143;16641.404845676683;16641.404845676683;16641.404845676683;6;16641.404845676683;46.9941;906.3383480414595;Evaluated;4.6139;2.4247;64;True;1;
1;1;1;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;16187.814598926165;16187.814598926165;6;16187.814598926165;47.0041;;IterationSummary;;;;;;
2;1;2;1;normal;0;660e1a9970ee;move;;;2;0;;;;;;;;;;True;False;False;False;;ok;16663.74167244542;16187.814598926165;16187.814598926165;16187.814598926165;7;16187.814598926165;54.6835;475.9270735192549;Evaluated;5.2421;2.4293;64;True;1;
2;1;2;2;normal;0;660e1a9970ee;swap;18;19;;;;;;;;;;;;True;False;False;False;;ok;16534.888516841576;16187.814598926165;16187.814598926165;16187.814598926165;8;16187.814598926165;62.5407;347.0739179154116;Evaluated;5.4295;2.4251;64;True;1;
2;1;2;3;normal;0;660e1a9970ee;reinsert_block;;;;;;;35;40;20;;;;;True;False;False;True;;ok;16338.803262252886;16187.814598926165;16187.814598926165;16187.814598926165;9;16187.814598926165;70.3884;150.9886633267215;Evaluated;5.4223;2.4247;64;True;1;
2;1;2;4;normal;0;660e1a9970ee;move;;;50;49;;;;;;;;;;True;False;False;False;;ok;16235.31475989791;16187.814598926165;16187.814598926165;16187.814598926165;10;16187.814598926165;77.7984;47.50016097174557;Evaluated;4.9781;2.4292;64;True;1;
2;1;2;5;normal;0;660e1a9970ee;move;;;10;25;;;;;;;;;;True;False;False;True;;ok;16703.12770486872;16187.814598926165;16187.814598926165;16187.814598926165;11;16187.814598926165;85.3882;515.3131059425541;Evaluated;5.161;2.4259;64;True;1;
