iteration;restart_id;iteration_in_restart;candidate_in_iteration;search_mode;no_improvement_count_before_iteration;parent_sequence_signature;action;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;valid;duplicate_for_same_parent_sequence;recently_rejected_for_same_parent_sequence;diversification_compatible;parse_error;validation_message;resulting_makespan;best_makespan_before;best_makespan_after;global_best_makespan_after;completed_simulations;actual_global_best_makespan;elapsed_optimization_time_sec;delta_vs_best_before;status;llm_time_sec;simulation_time_sec;exited_parts;completion_valid;llm_attempts;retry_reason
1;1;1;1;normal;0;0f63cf6f404e;move;;;12;5;;;;;;;;;;True;False;False;False;;ok;17601.88655256026;16641.404845676683;16641.404845676683;16641.404845676683;2;16641.404845676683;17.7154;960.4817068835764;Evaluated;15.2696;2.4344;64;True;1;
1;1;1;2;normal;0;0f63cf6f404e;swap;16;32;;;;;;;;;;;;True;False;False;True;;ok;16641.404845676683;16641.404845676683;16641.404845676683;16641.404845676683;3;16641.404845676683;24.9458;0.0;Evaluated;4.7933;2.4361;64;True;1;
1;1;1;3;normal;0;0f63cf6f404e;reinsert_block;;;;;;;40;47;32;;;;;True;False;False;True;;ok;16641.404845676683;16641.404845676683;16641.404845676683;16641.404845676683;4;16641.404845676683;32.2771;0.0;Evaluated;4.9031;2.4272;64;True;1;
1;1;1;4;normal;0;0f63cf6f404e;swap;48;50;;;;;;;;;;;;True;False;False;False;;ok;16235.31475989791;16641.404845676683;16641.404845676683;16641.404845676683;5;16641.404845676683;39.5573;-406.09008577877285;Evaluated;4.8464;2.433;64;True;1;
1;1;1;5;normal;0;0f63cf6f404e;move;;;10;5;;;;;;;;;;True;False;False;False;;ok;15624.28520901457;16641.404845676683;16641.404845676683;16641.404845676683;6;16641.404845676683;46.4728;-1017.1196366621134;Evaluated;4.6925;2.2222;64;True;1;
1;1;1;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;15624.28520901457;15624.28520901457;6;15624.28520901457;46.4796;;IterationSummary;;;;;;
2;1;2;1;normal;0;457c4bc75f95;move;;;12;5;;;;;;;;;;True;False;False;False;;ok;17591.933109266443;15624.28520901457;15624.28520901457;15624.28520901457;7;15624.28520901457;54.3946;1967.6479002518736;Evaluated;5.4772;2.4267;64;True;1;
2;1;2;2;normal;0;457c4bc75f95;swap;20;25;;;;;;;;;;;;True;False;False;False;;ok;17738.989345089994;15624.28520901457;15624.28520901457;15624.28520901457;8;15624.28520901457;62.233;2114.7041360754247;Evaluated;5.4049;2.4329;64;True;1;
2;1;2;3;normal;0;457c4bc75f95;reinsert_block;;;;;;;35;40;28;;;;;True;False;False;False;;ok;16736.747719102947;15624.28520901457;15624.28520901457;15624.28520901457;9;15624.28520901457;70.5712;1112.4625100883768;Evaluated;5.91;2.4275;64;True;1;
2;1;2;4;normal;0;457c4bc75f95;move;;;49;5;;;;;;;;;;True;False;False;True;;ok;17749.13462265767;15624.28520901457;15624.28520901457;15624.28520901457;10;15624.28520901457;78.1614;2124.849413643102;Evaluated;5.1674;2.4214;64;True;1;
