iteration;restart_id;iteration_in_restart;candidate_in_iteration;search_mode;no_improvement_count_before_iteration;parent_sequence_signature;action;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;valid;duplicate_for_same_parent_sequence;recently_rejected_for_same_parent_sequence;diversification_compatible;parse_error;validation_message;resulting_makespan;best_makespan_before;best_makespan_after;global_best_makespan_after;completed_simulations;actual_global_best_makespan;elapsed_optimization_time_sec;delta_vs_best_before;status;llm_time_sec;simulation_time_sec;exited_parts;completion_valid;llm_attempts;retry_reason
1;1;1;1;normal;0;0f63cf6f404e;move;;;7;12;;;;;;;;;;True;False;False;False;;ok;16638.088812719514;16641.404845676683;16641.404845676683;16641.404845676683;2;16641.404845676683;16.5507;-3.3160329571692273;Evaluated;14.1088;2.4342;64;True;1;
1;1;1;2;normal;0;0f63cf6f404e;swap;17;32;;;;;;;;;;;;True;False;False;True;;ok;16816.407618720128;16641.404845676683;16641.404845676683;16641.404845676683;3;16641.404845676683;23.7737;175.0027730434449;Evaluated;4.7934;2.4285;64;True;1;
1;1;1;3;normal;0;0f63cf6f404e;reinsert_block;;;;;;;32;40;16;;;;;True;False;False;True;;ok;16298.825894167576;16641.404845676683;16641.404845676683;16641.404845676683;4;16641.404845676683;31.2876;-342.57895150910736;Evaluated;5.0878;2.4235;64;True;1;
1;1;1;4;normal;0;0f63cf6f404e;move;;;50;49;;;;;;;;;;True;False;False;False;;ok;16187.814598926165;16641.404845676683;16641.404845676683;16641.404845676683;5;16641.404845676683;38.3816;-453.5902467505184;Evaluated;4.655;2.4384;64;True;1;
1;1;1;5;normal;0;0f63cf6f404e;move;;;24;32;;;;;;;;;;True;False;False;False;;ok;17101.85812126073;16641.404845676683;16641.404845676683;16641.404845676683;6;16641.404845676683;45.5641;460.45327558404824;Evaluated;4.7503;2.4295;64;True;1;
1;1;1;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;16187.814598926165;16187.814598926165;6;16187.814598926165;45.5818;;IterationSummary;;;;;;
2;1;2;1;normal;0;04f0b4e57a49;move;;;5;8;;;;;;;;;;True;False;False;False;;ok;17634.934961564773;16187.814598926165;16187.814598926165;16187.814598926165;7;16187.814598926165;53.446;1447.1203626386086;Evaluated;5.4225;2.4324;64;True;1;
2;1;2;2;normal;0;04f0b4e57a49;swap;18;20;;;;;;;;;;;;True;False;False;False;;ok;16937.97713253219;16187.814598926165;16187.814598926165;16187.814598926165;8;16187.814598926165;61.0256;750.1625336060242;Evaluated;5.1448;2.4317;64;True;1;
2;1;2;3;normal;0;04f0b4e57a49;reinsert_block;;;;;;;34;38;20;;;;;True;False;False;True;;ok;16624.875378259618;16187.814598926165;16187.814598926165;16187.814598926165;9;16187.814598926165;68.943;437.06077933345296;Evaluated;5.4863;2.4287;64;True;1;
2;1;2;4;normal;0;04f0b4e57a49;move;;;50;48;;;;;;;;;;True;False;False;False;;ok;16640.556660854905;16187.814598926165;16187.814598926165;16187.814598926165;10;16187.814598926165;76.4482;452.74206192874044;Evaluated;5.078;2.4233;64;True;1;
