Global best makespan: 15315.973072000552
Sequence length: 64

Position;Part
1;PartA
2;PartB
3;PartC
4;PartD
5;PartE
6;PartF
7;PartG
8;PartH
9;PartA
10;PartB
11;PartC
12;PartD
13;PartE
14;PartF
15;PartG
16;PartH
17;PartA
18;PartB
19;PartC
20;PartD
21;PartE
22;PartF
23;PartG
24;PartH
25;PartA
26;PartB
27;PartC
28;PartD
29;PartF
30;PartA
31;PartG
32;PartH
33;PartE
34;PartA
35;PartB
36;PartC
37;PartD
38;PartE
39;PartF
40;PartG
41;PartH
42;PartH
43;PartA
44;PartB
45;PartC
46;PartD
47;PartE
48;PartF
49;PartG
50;PartC
51;PartA
52;PartB
53;PartD
54;PartE
55;PartF
56;PartG
57;PartH
58;PartB
59;PartC
60;PartD
61;PartE
62;PartF
63;PartG
64;PartH
