iteration;restart_id;iteration_in_restart;candidate_in_iteration;search_mode;no_improvement_count_before_iteration;parent_sequence_signature;action;swap_i;swap_j;move_from;move_to;reverse_start;reverse_end;reinsert_block_start;reinsert_block_end;reinsert_block_to;swap_blocks_start1;swap_blocks_end1;swap_blocks_start2;swap_blocks_end2;valid;duplicate_for_same_parent_sequence;recently_rejected_for_same_parent_sequence;diversification_compatible;parse_error;validation_message;resulting_makespan;best_makespan_before;best_makespan_after;global_best_makespan_after;completed_simulations;actual_global_best_makespan;elapsed_optimization_time_sec;delta_vs_best_before;status;llm_time_sec;simulation_time_sec;exited_parts;completion_valid;llm_attempts;retry_reason
1;1;1;1;normal;0;0f63cf6f404e;move;;;5;10;;;;;;;;;;True;False;False;False;;ok;17532.182049666284;16641.404845676683;16641.404845676683;16641.404845676683;2;16641.404845676683;17.3965;890.7772039896008;Evaluated;14.9542;2.4306;64;True;1;
1;1;1;2;normal;0;0f63cf6f404e;swap;18;20;;;;;;;;;;;;True;False;False;False;;ok;17394.129398115478;16641.404845676683;16641.404845676683;16641.404845676683;3;16641.404845676683;24.6679;752.7245524387945;Evaluated;4.838;2.4302;64;True;1;
1;1;1;3;normal;0;0f63cf6f404e;reinsert_block;;;;;;;35;40;20;;;;;True;False;False;True;;ok;16798.161148674848;16641.404845676683;16641.404845676683;16641.404845676683;4;16641.404845676683;32.004;156.75630299816476;Evaluated;4.9042;2.4293;64;True;1;
1;1;1;4;normal;0;0f63cf6f404e;move;;;50;49;;;;;;;;;;True;False;False;False;;ok;16187.814598926165;16641.404845676683;16641.404845676683;16641.404845676683;5;16641.404845676683;39.093;-453.5902467505184;Evaluated;4.6564;2.4289;64;True;1;
1;1;1;5;normal;0;0f63cf6f404e;move;;;24;30;;;;;;;;;;True;False;False;False;;ok;17088.435665383106;16641.404845676683;16641.404845676683;16641.404845676683;6;16641.404845676683;46.2566;447.03081970642234;Evaluated;4.7314;2.4292;64;True;1;
1;1;1;;normal;0;;;;;;;;;;;;;;;;;;;;;End-of-iteration summary row;;;16187.814598926165;16187.814598926165;6;16187.814598926165;46.2651;;IterationSummary;;;;;;
2;1;2;1;normal;0;04f0b4e57a49;move;;;5;10;;;;;;;;;;True;False;False;False;;ok;17076.06555503846;16187.814598926165;16187.814598926165;16187.814598926165;7;16187.814598926165;53.9757;888.250956112297;Evaluated;5.2722;2.4292;64;True;1;
2;1;2;2;normal;0;04f0b4e57a49;swap;20;25;;;;;;;;;;;;True;False;False;False;;ok;16668.92030002069;16187.814598926165;16187.814598926165;16187.814598926165;8;16187.814598926165;61.3542;481.105701094526;Evaluated;4.9527;2.4234;64;True;1;
2;1;2;3;normal;0;04f0b4e57a49;reinsert_block;;;;;;;35;40;20;;;;;True;False;False;True;;ok;16339.395062937776;16187.814598926165;16187.814598926165;16187.814598926165;9;16187.814598926165;69.2385;151.58046401161118;Evaluated;5.4549;2.4285;64;True;1;
2;1;2;4;normal;0;04f0b4e57a49;move;;;50;49;;;;;;;;;;True;False;False;False;;ok;16641.404845676683;16187.814598926165;16187.814598926165;16187.814598926165;10;16187.814598926165;76.8961;453.5902467505184;Evaluated;5.2221;2.4328;64;True;1;
